,Unnamed: 0,id,name,neighborhood_overview,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg,spacy_predict_avg
362,362,41832996,Boat in Rotterdam · ★4.56 · 2 bedrooms · 2 beds · 1 private bath,"The Maritime District is the historic part of the city centre with more than 100 bars, restaurants and musea in a range of 400 meters.",436284753,Wikkelboat,,,,f,12.0,13,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.91683,4.48672,Private room in boat,Private room,5,,1 private bath,,2.0,[],175.0,1,8,8,54,15,0,2020-05-09,2023-08-13,4.56,4.5,4.54,4.59,4.7,4.85,4.5,f,10,8,0,1.22,4.7727272727272725,4.681818181818182,4.136363636363637
363,363,41945192,Condo in Rotterdam · 2 bedrooms · 1 bed · 1.5 baths,,115006545,Erwin,,,,f,1.0,1,,Oude Noorden,51.93383,4.48594,Entire condo,Entire home/apt,3,,1.5 baths,,1.0,[],,8,1125,1125,1,0,0,2020-03-06,2020-03-06,4.0,5.0,5.0,5.0,4.0,4.0,5.0,f,1,1,0,0.02,5.0,5.0,5.0
364,364,41968585,Home in Rotterdam · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,It's nearby located to Ahoy and Maassilo (night club) and about 15 -20 min away from downtown with the metro or tram. Rotterdam is ideally located if you want to visit Den Haag or Amsterdam. There is a metro that takes you directly to Den Haag Central. From the house to Amsterdam Central takes you about an hour.,18903641,Shu,,,98%,f,4.0,7,"Rotterdam, Zuid-Holland, Netherlands",Bloemhof,51.89061,4.49984,Private room in home,Private room,2,,1 shared bath,,1.0,[],45.0,5,1125,1125,33,2,0,2021-03-28,2023-01-15,4.64,4.64,4.3,4.88,4.7,4.45,4.67,f,4,0,0,0.99,4.681818181818182,4.636363636363637,3.727272727272727
365,365,41983276,Rental unit in Rotterdam · ★4.95 · 1 bedroom · 2 beds · 1 bath,,34085173,Niels,within a few hours,100%,96%,t,1.0,1,,Katendrecht,51.89922,4.48288,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],88.0,2,1125,1125,133,59,1,2020-02-24,2023-12-01,4.95,4.95,4.95,4.99,4.99,4.83,4.88,f,1,1,0,2.85,5.0,4.913043478260869,4.3478260869565215
366,366,41992082,Condo in Rotterdam · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Blijdorp is a lush green laidback residential neighborhood directly next to the Central Station and city centre.<br /><br />In our street you find Vroesenpark with the relaxed Parkpavillion for food and drinks in the sun. The park is great for jogging and has outdoor fitness facilities. <br /><br />A short walk along the romatic Singel waterway you get to the entrance of Blijdorp Zoo. <br /><br />Around the corner you can have breakfast at Sajoer juice bar or grab a beer at Statencafé.,3758857,Emilie / Kris,within a day,100%,46%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Blijdorp,51.92794,4.45696,Entire condo,Entire home/apt,4,,1.5 baths,,2.0,[],450.0,3,15,15,10,5,0,2020-09-13,2023-08-27,5.0,4.9,5.0,4.9,4.9,4.9,4.4,f,1,1,0,0.25,5.0,5.0,5.0
367,367,42030206,Townhouse in Rotterdam · ★5.0 · 4 bedrooms · 2 beds · 1.5 baths,,2569929,Pepijn,,,67%,f,1.0,1,,Struisenburg,51.91970969354553,4.513713179994929,Entire townhouse,Entire home/apt,4,,1.5 baths,,2.0,[],220.0,1,1125,1125,6,2,0,2020-03-08,2023-08-02,5.0,4.83,4.83,5.0,5.0,5.0,4.67,f,1,1,0,0.13,5.0,5.0,5.0
368,368,42032640,Condo in Rotterdam · ★4.34 · 1 bedroom · 5 beds · 1.5 baths,The perfect location you can get in Rotterdam. <br />Most beautiful area in Rotterdam,333111117,Mike,within an hour,100%,99%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.91639,4.48886,Entire condo,Entire home/apt,5,,1.5 baths,,5.0,[],204.0,1,1125,1125,204,21,1,2020-03-12,2023-12-02,4.34,4.36,3.89,4.62,4.78,4.94,4.29,f,1,1,0,4.43,4.755813953488372,4.732558139534884,3.7674418604651163
369,369,42106740,Home in Rotterdam · ★4.91 · 1 bedroom · 1 bed · 1 bath,"In only 15/10 minutes you will be at Rotterdam central, a park, shops and way more!",302893992,Michiel,within an hour,100%,79%,t,81.0,96,"Rotterdam, Zuid-Holland, Netherlands",Bergpolder,51.9374,4.46656,Entire home,Entire home/apt,2,,1 bath,,1.0,[],,2,12,12,23,6,0,2020-07-14,2023-09-02,4.91,4.83,4.91,4.96,4.96,4.83,4.65,f,14,14,0,0.55,5.0,4.941176470588236,4.235294117647059
370,370,42152127,Rental unit in Rotterdam · ★4.33 · 1 bedroom · 1 bed · 1 bath,Only 13 minutes away from Ahoy by metro. Central station is one stop away. The city center is 5 minutes away by metro.,334480302,Jeroen,,,,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Blijdorp,51.9346,4.45993,Entire rental unit,Entire home/apt,3,,1 bath,,1.0,[],,3,1125,1125,3,0,0,2022-07-26,2022-08-08,4.33,4.33,3.67,5.0,5.0,4.33,3.67,f,1,1,0,0.17,5.0,5.0,5.0
371,371,42174495,Townhouse in Hoek van Holland · ★4.82 · 3 bedrooms · 4 beds · 1.5 baths,"This area is a hidden gem and I hope you enjoy it as much as we do.<br /><br />There are various beach cafes/clubs and restaurants to choose from within 15 min walk whether you need space for your kids to run around and play on swingsets or a quiet corner for a date, or you want to spend the afternoon in a cabana. <br /><br />There is also a gorgeous restaurant [with great terraces] on our street called Viersprong which is a 2 minute walk. <br /><br />Bike & Running Trails  - 1 min <br />Bus stop - 1 min<br />Grocery stores - 3 min drive<br />Train Station - 4 min drive <br />Harbour - 4 min drive<br />Beach - 5 min on bike to closest beach/15 min walk/3 min drive <br /><br />Walk to:<br />Hoek Van Holland Rechtestraat Entrance :15 min <br />Hoek Van Holland Main Beach: 30min<br />Vluchtenberg Beach: 20min <br /><br />Drive to:<br />Hoek Van Holland Rechtestraat Entrance (if you drive, and want to be close as possible to the beach, come here):  3 min drive <br />Hoek Van Holland Center",1733409,Whitney,within a few hours,100%,44%,t,1.0,1,"Hoek van Holland, ZH, Netherlands",Strand en Duin,51.99131,4.13515,Entire townhouse,Entire home/apt,6,,1.5 baths,,4.0,[],187.0,4,1125,1125,65,18,1,2020-07-08,2023-11-26,4.82,4.71,4.45,4.89,4.92,4.62,4.58,f,1,1,0,1.54,5.0,4.962962962962963,4.296296296296297
372,372,42253784,Townhouse in Rotterdam · ★4.81 · 1 bedroom · 1 bed · 1 private bath,,335692286,Vincent,within a few hours,100%,83%,f,2.0,2,,Tarwewijk,51.89319,4.48001,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],,2,1125,1125,26,6,0,2020-07-24,2023-08-21,4.81,4.96,4.81,4.96,5.0,4.62,4.81,f,2,0,0,0.63,5.0,4.9375,4.3125
373,373,42319729,Condo in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1 bath,,6810047,Michael,,,,f,1.0,1,,Stadsdriehoek,51.92358,4.491405,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],,1,1,1,9,0,0,2022-06-12,2022-09-22,4.89,4.89,4.89,5.0,5.0,5.0,4.89,f,1,1,0,0.48,5.0,5.0,4.666666666666667
374,374,42331022,Townhouse in Rotterdam · ★4.90 · 2 bedrooms · 3 beds · 2 baths,"Het huis ligt in het Nieuwe Westen van Rotterdam met mooie parken en speeltuinen, met diverse leuke cafés/restaurant op loopafstand. Daarnaast is centrum van Rotterdam binnen 5 minuten te bereiken",80655295,Roel,within an hour,100%,90%,f,1.0,2,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Westen,51.91829,4.45164,Entire townhouse,Entire home/apt,4,,2 baths,,3.0,[],220.0,4,30,30,10,7,0,2022-07-29,2023-08-19,4.9,4.8,4.4,4.8,4.9,4.9,4.7,f,1,1,0,0.58,5.0,5.0,3.8333333333333335
375,375,42357791,Rental unit in Rotterdam · ★4.82 · 1 bedroom · 2 beds · 1 bath,"The Vroesenpark is a beautifull parc in Rotterdam where you can buy a take away coffee and walk around. Also visit the ‘Kralingse Plas’ a lake and forest in the neighbourhood, 10min by bike. Also a super market is a 5 min walk.",17810764,Han,,,,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Blijdorp,51.93445,4.45585,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],,2,1125,1125,11,0,0,2020-03-08,2022-12-21,4.82,4.91,4.73,4.91,5.0,4.64,4.55,f,1,1,0,0.24,5.0,5.0,4.5
376,376,42410280,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Ons plekje is uniek in Rotterdam! Omringd door water met veel groen (en heel veel leuke watervogels). Elke dag komen er wel een aantal vogels gezellig buurten! Vooral de grote zwanen zijn zeer imposant! En er is rust! Je hebt niet het gevoel zo dicht bij het centrum van Rotterdam te zijn.<br /><br />De Kralingse plas ligt op 5 minuten fiets afstand en als je een minuutje verder fietst, zit je in het centrum van Kralingen met zijn gezellige barretjes een eettentjes.<br /><br />Fiets je de andere kant op, dan ben je in 20 minuutjes (inclusief het pondje) in Kinderdijk, met al zijn mooie molens! <br /><br />En het blijft een fijn idee dat je met bus, tram en metro (die laatste bevind zich op een minuutje fiets afstand) zo in het bruisende hart van Rotterdam bent!!",15855950,Carola,within an hour,100%,24%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",'s-Gravenland,51.92399,4.56157,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],116.0,1,1125,1125,4,4,0,2023-04-06,2023-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.46,5.0,5.0,5.0
377,377,42642187,Home in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,"The house is located in the south of Rotterdam. It is within walking distance of the river, where you will find the entrance of the Maastunnel and other transportation options to get to the city. One fun experience is to take the watertaxi from here.",292824910,Ate,,,,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Oud Charlois,51.89377,4.46617,Entire home,Entire home/apt,2,,1.5 baths,,1.0,[],,3,1125,1125,8,0,0,2020-07-02,2021-09-30,5.0,5.0,5.0,5.0,5.0,4.75,5.0,f,1,1,0,0.19,5.0,4.75,4.75
378,378,42658596,Home in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,"The house is located in a nice district. Blijdorp is a popular neighborhood in Rotterdam. Shops, bars and other initiatives popping up daily. Its close Rotterdam central, a tram stop, Blijdorp metro station,  a beautiful park, grocery stores, the zoo and way more.",302893992,Michiel,within an hour,100%,79%,t,81.0,96,"Rotterdam, Zuid-Holland, Netherlands",Bergpolder,51.93325,4.46736,Entire home,Entire home/apt,2,,1.5 baths,,1.0,[],119.0,2,60,60,19,1,0,2020-06-07,2023-10-28,4.89,4.84,4.79,4.95,4.89,4.74,4.84,f,14,14,0,0.44,5.0,4.916666666666667,4.416666666666667
379,379,42729279,Condo in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,,20218342,Linde,within an hour,100%,100%,t,1.0,2,,Provenierswijk,51.92593,4.46787,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],96.0,2,365,365,13,13,0,2023-01-30,2023-05-05,4.92,4.85,5.0,5.0,4.92,5.0,4.85,f,1,1,0,1.19,5.0,4.9,4.8
380,380,42735350,Home in Rotterdam · ★4.97 · 2 bedrooms · 2 beds · 3 baths,,1490519,Anne Maike,within a few hours,100%,55%,t,1.0,2,,Tarwewijk,51.89309,4.48297,Entire home,Entire home/apt,4,,3 baths,,2.0,[],110.0,2,14,14,61,21,0,2020-08-02,2023-07-31,4.97,4.93,4.9,4.95,4.92,4.59,4.8,f,1,1,0,1.48,5.0,4.964285714285714,4.678571428571429
381,381,42806693,Guest suite in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,"Situated only 10 min. from Rotterdam city center in the old and lush green part of Rotterdam. With an architectual national monument (Bergpolderflat) right on the doorstep! The neighbourhood has some cozy restaurants, shops and parks to explore.<br /><br />You're in the center within moments. Here you can visit 'the Markthal', 'Cube houses', 'Witte de Withstraat' and many museums or architectural highlights. If you cycle the other way, to 'Kralingen' you will find the ever and green 'Kralingse Bos' where you can take a soothing walk or rent a boat for the day to explore Rotterdam by water.",18138978,Jacco,within an hour,100%,99%,f,2.0,3,"Rotterdam, Zuid-Holland, Netherlands",Bergpolder,51.93727,4.4671,Private room in guest suite,Private room,2,,1.5 baths,,1.0,[],74.0,2,14,14,160,49,1,2020-06-10,2023-11-24,4.8,4.83,4.67,4.89,4.86,4.66,4.68,f,1,0,0,3.72,4.99,4.93,4.23
382,382,42902571,Home in Rotterdam · ★4.86 · 3 bedrooms · 2 beds · 1.5 baths,"The house is located in a nice district. Het Oude noorden is a popular neighborhood in Rotterdam. Shops, bars and other initiatives popping up daily.<br /><br />The city centre is on walk distance and you are at the beach in 30 minutes!",302893992,Michiel,within an hour,100%,79%,t,81.0,96,"Rotterdam, Zuid-Holland, Netherlands",Oude Noorden,51.93256,4.47818,Entire home,Entire home/apt,4,,1.5 baths,,2.0,[],,2,7,7,21,5,0,2020-06-30,2023-07-28,4.86,4.86,4.81,4.9,4.9,4.81,4.81,f,14,14,0,0.5,5.0,5.0,4.214285714285714
383,383,43041179,Boutique hotel in Rotterdam · ★3.88 · 1 bedroom · 1 bed · 1 private bath,171 Urban Design Hotel is situated in Rotterdam Centre and features air-conditioned rooms. This property is located a short distance from attractions such as Markthal Rotterdam and Cube Houses. Free WiFi is at guests' disposal.,342537323,Denni,within an hour,100%,100%,f,3.0,3,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91465,4.46428,Room in boutique hotel,Private room,2,,1 private bath,,1.0,[],134.0,1,1125,1125,7,1,0,2021-04-04,2023-05-21,3.88,4.5,4.5,4.38,4.25,4.5,4.25,t,3,0,0,0.21,4.2,4.2,4.2
384,384,43053313,Cottage in Rotterdam · ★4.84 · 2 bedrooms · 2 beds · 2 baths,Terbregge is a wonderful family neighborhood with a snack bar and lovely restaurant.  Also includes a community center with a children's playground. Enjoy a bike ride along the river and jump in for a swim. Lovely walks to a nearby park with a pancake house and lake. Where you can feed the ducks or rent a paddle boat.,269746771,Sherry,within a day,80%,89%,t,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Terbregge,51.95695,4.51894,Entire cottage,Entire home/apt,4,,2 baths,,2.0,[],148.0,4,1125,1125,62,14,0,2020-07-10,2023-09-25,4.84,4.82,4.66,4.92,4.84,4.85,4.76,f,1,1,0,1.47,5.0,4.933333333333334,4.466666666666667
385,385,43058542,Rental unit in Rotterdam · ★4.22 · 1 bedroom · 1 bed · 1.5 baths,Situated only 4 min from Rotterdam city center in a green and quiet apartment block!,342758755,D,,,100%,f,1.0,1,"Rotterdam, Zu, Netherlands",Cs Kwartier,51.92372,4.45793,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,3,1125,1125,45,10,0,2020-04-08,2023-04-30,4.22,4.53,4.27,4.78,4.76,4.58,4.24,f,1,1,0,1.0,4.793103448275862,4.758620689655173,4.068965517241379
386,386,43129921,Hotel in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,Supernova Hotel,within an hour,100%,99%,t,8.0,8,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91742,4.46429,Room in hotel,Private room,2,,1 private bath,,1.0,[],137.0,1,1125,999,4,1,0,2021-10-10,2023-07-19,5.0,5.0,5.0,5.0,4.75,4.75,4.75,f,8,0,0,0.15,5.0,5.0,4.333333333333333
387,387,43129940,Hotel in Rotterdam · ★4.81 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,Supernova Hotel,within an hour,100%,99%,t,8.0,8,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91685,4.46346,Room in hotel,Private room,2,,1 private bath,,1.0,[],142.0,1,1125,999,52,6,0,2020-07-26,2023-10-29,4.81,4.75,4.87,4.71,4.87,4.71,4.63,f,8,0,0,1.25,4.833333333333333,4.875,3.9166666666666665
388,388,43129977,Hotel in Rotterdam · ★4.87 · 1 bedroom · 2 beds · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,Supernova Hotel,within an hour,100%,99%,t,8.0,8,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91689,4.46282,Room in hotel,Private room,4,,1 private bath,,2.0,[],232.0,1,1125,999,15,4,0,2020-08-18,2023-10-13,4.87,4.8,4.87,4.93,4.87,4.73,4.73,f,8,0,0,0.37,5.0,4.8,4.2
389,389,43130019,Hotel in Rotterdam · ★4.74 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,Supernova Hotel,within an hour,100%,99%,t,8.0,8,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.91721,4.46202,Room in hotel,Private room,2,,1 private bath,,1.0,[],147.0,1,1125,999,27,12,0,2020-08-16,2023-10-07,4.74,4.7,4.89,4.89,4.81,4.59,4.59,f,8,0,0,0.66,5.0,5.0,4.111111111111111
390,390,43130049,Hotel in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,Supernova Hotel,within an hour,100%,99%,t,8.0,8,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91762,4.46356,Room in hotel,Private room,2,,1 private bath,,1.0,[],122.0,1,1125,999,25,5,1,2020-07-18,2023-12-08,4.84,4.8,4.76,4.72,4.84,4.48,4.52,f,8,0,0,0.6,4.666666666666667,4.5,4.25
391,391,43130067,Hotel in Rotterdam · ★4.71 · 1 bedroom · 2 beds · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,Supernova Hotel,within an hour,100%,99%,t,8.0,8,"Rotterdam, Zuid-Holland, Netherlands",Middelland,51.91603,4.46268,Room in hotel,Private room,3,,1 private bath,,2.0,[],187.0,1,1125,999,17,3,1,2020-07-10,2023-11-24,4.71,4.71,4.65,4.76,4.65,4.47,4.18,f,8,0,0,0.4,5.0,5.0,4.142857142857143
392,392,43130096,Hotel in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,Supernova Hotel,within an hour,100%,99%,t,8.0,8,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,51.91762,4.46342,Room in hotel,Private room,2,,1 private bath,,1.0,[],162.0,1,1125,999,27,7,0,2020-07-21,2023-08-23,4.67,4.74,4.7,4.78,4.81,4.67,4.63,f,8,0,0,0.65,5.0,5.0,4.0
393,393,43422167,Condo in Rotterdam · ★5.0 · 3 bedrooms · 3 beds · 1 bath,"The neighborhood is one of Rotterdam’s greenest and quietest. However, it is lined with cute pubs and hip coffee places. Also, you are never far away from downtown, where there is an abundance of food, drink and art culture.<br /><br />Right from the doorstep is a boulevard which can be followed for miles. To the city center, or away from it to the park.",19998362,Tomas,,,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Provenierswijk,51.92915,4.46761,Entire condo,Entire home/apt,3,,1 bath,,3.0,[],180.0,4,1125,1125,3,3,0,2023-04-29,2023-06-18,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0.38,5.0,5.0,5.0
394,394,43533886,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,,11203989,Marlon,within a day,100%,75%,f,2.0,3,,Nieuwe Westen,51.91571,4.45323,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],119.0,2,13,13,10,1,0,2020-06-29,2023-07-28,4.8,4.7,4.1,4.8,4.9,4.7,4.3,f,1,1,0,0.24,5.0,5.0,4.0
395,395,43535387,Boat in Rotterdam · ★4.67 · 5 bedrooms · 5 beds · 3 baths,"The Maritime District has it all, it's very centrally located and has all the highraise buildings and most of musea, bars & restaurants in walking distance.",436284753,Wikkelboat,,,,f,12.0,13,"Rotterdam, Zuid-Holland, Netherlands",Stadsdriehoek,51.91829,4.488,Boat,Entire home/apt,11,,3 baths,,5.0,[],503.0,1,10,10,23,7,0,2020-07-18,2023-10-08,4.67,4.63,4.5,4.54,4.79,4.88,4.17,f,10,8,0,0.55,5.0,5.0,4.166666666666667
396,396,43541339,Loft in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Witte de Withstraat also called White Street is without a doubt the coolest most vibrant street of Rotterdam. This street is also home to the very famous bar ‘De Witte Aap’,  voted ‘Best Bar in the World’ by Lonely Planet.<br /><br />Never a Dull Moment <br />With rows & rows of only proper good food, bars, clubs, wall arts & quirky shops igniting your senses, one should only fall in love with feeling so alive here. The true city vibe beats on this street, so if you're looking to stay right at the heart of Rotterdam, this is the place to be.",323938482,Dila,,,39%,f,16.0,29,"Rotterdam, Zuid-Holland, Netherlands",Cool,51.91472,4.47667,Entire loft,Entire home/apt,2,,1 bath,,1.0,[],150.0,7,365,365,3,1,0,2021-12-05,2023-07-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0.12,5.0,5.0,4.0
397,397,43638250,Rental unit in Rotterdam · ★4.94 · 2 bedrooms · 6 beds · 1.5 baths,"Rotterdam has lots to offer: for children, young people or elderly people, in or on the water, high in the air (Euromast) or inside when it is more suitable.<br /><br />In Rotterdam you will never get bored exploring the city and it's surroundings.<br />Rotterdam is a must-see city with lots of attractions, museums, monuments and architectural highlights to look out for.<br />For kids, attractions at or on the water, city or port tours for every age and interest.<br />Cultural highlights just a few minutes walk:<br />- Maritiem Museum<br />- Wereld Museum<br />- Kunsthal<br />- Dutch Photo Museum<br />- National Historic Museum<br />- Galleries<br />- Cinema<br /><br />The big shopping area is just next door and you are surrounded by the finest bars and restaurants.",26152189,Liad,,,100%,f,1.0,1,"Rotterdam, Zuid-Holland, Netherlands",Cool,51.91619,4.47951,Entire rental unit,Entire home/apt,6,,1.5 baths,,6.0,[],,2,1125,1125,123,28,0,2020-06-15,2023-06-28,4.94,4.95,4.93,4.98,4.98,4.98,4.76,f,1,1,0,2.87,5.0,4.955056179775281,4.561797752808989
398,398,43684342,Rental unit in Rotterdam · ★4.95 · 2 bedrooms · 1 bed · 1 shared bath,,36784268,Yunjoo,,,92%,t,1.0,4,,Blijdorp,51.93062,4.45807,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],,2,7,7,19,16,0,2020-06-21,2023-09-01,4.95,4.89,4.74,5.0,5.0,4.89,4.95,f,1,0,0,0.44,5.0,5.0,4.0625
399,399,43882530,Bed and breakfast in Rotterdam · ★4.88 · 1 bedroom · 2 beds · 1 private bath,Onze dijk is een dorpje in de stad. Vlakbij een winkelcentrum en diverse soorten openbaar vervoer. Met een redelijk groene omgeving met een park in de buurt.,105771911,Marjolijn,within an hour,100%,98%,t,1.0,2,"Rotterdam, Zuid-Holland, Netherlands",Groot IJsselmonde,51.88457,4.54223,Private room in bed and breakfast,Private room,2,,1 private bath,,2.0,[],85.0,1,7,7,64,31,1,2020-09-06,2023-12-02,4.88,4.91,4.97,4.95,4.97,4.77,4.78,f,1,0,0,1.59,5.0,5.0,4.15
400,400,44178675,Bed and breakfast in Rotterdam · ★4.94 · 8 bedrooms · 23 beds · 4.5 shared baths,"Hotspot van Rotterdam, dicht bij het centrum.<br />Luxor theater op 500 meter afstand<br />Vele restaurants in de buurt<br />Ahoy op 3 metro haltes afstand",228183003,Mario,within an hour,100%,99%,t,4.0,4,"Rotterdam, Zuid-Holland, Netherlands",Kop van Zuid,51.90483,4.48606,Private room in bed and breakfast,Private room,16,,4.5 shared baths,,23.0,[],57.0,1,1125,1125,31,31,0,2023-04-10,2023-11-09,4.94,4.9,4.74,4.84,4.97,5.0,4.9,t,4,0,0,3.6,5.0,5.0,3.9
401,401,44309254,Rental unit in Rotterdam · ★4.63 · 3 bedrooms · 3 beds · 2 baths,"The house is based in Rotterdam north (liskwartier). You will find public transport, restaurants, supermarkets and way more just around the corner.",302893992,Michiel,within an hour,100%,79%,t,81.0,96,"Rotterdam, Zuid-Holland, Netherlands",Liskwartier,51.9343235467407,4.471940929254002,Entire rental unit,Entire home/apt,6,,2 baths,,3.0,[],219.0,2,14,14,26,12,0,2020-07-26,2023-10-12,4.63,4.63,4.11,4.96,4.93,4.78,4.48,f,14,14,0,0.63,5.0,5.0,4.3125
402,402,45130010,Home in Rotterdam · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,,186376672,Kamil,within an hour,100%,99%,t,2.0,2,,Oud Charlois,51.89024,4.47082,Private room in home,Private room,2,,1 shared bath,,1.0,[],54.0,1,20,1125,94,41,0,2020-09-09,2023-11-12,4.93,4.85,4.86,4.96,4.98,4.66,4.81,f,2,1,0,2.35,5.0,5.0,4.507042253521127
