,id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,xgb_predict_avg,rf_predict_avg
941,50995048,Rental unit in Antwerpen · ★4.69 · 2 bedrooms · 3 beds · 1.5 baths,,366708746,within an hour,100%,100%,t,1,1,,Borgerhout Extra Muros,,51.20441,4.44789,Entire rental unit,Entire home/apt,3,,1.5 baths,,3.0,[],81.0,1,1125,1125,70,46,3,2021-08-05,2023-12-24,4.69,4.83,4.49,4.9,4.84,4.66,4.71,t,1,1,0,0,2.4,4.954545454545454,5.0
942,51013490,Rental unit in Antwerpen · ★4.91 · 2 bedrooms · 2 beds · 2.5 baths,,50645735,within an hour,100%,100%,t,1,1,,Historisch Centrum,,51.21803,4.40367,Entire rental unit,Entire home/apt,4,,2.5 baths,,2.0,[],222.0,3,365,365,78,31,2,2021-07-26,2023-12-17,4.91,4.92,4.95,4.82,4.87,4.96,4.87,f,1,1,0,0,2.64,5.0,4.914893617021277
943,51057748,Rental unit in Antwerpen · ★4.29 · 3 bedrooms · 6 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts",317037207,within an hour,99%,99%,f,68,73,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,,51.21699,4.39811,Entire rental unit,Entire home/apt,15,,1.5 baths,,6.0,[],71.0,1,5,5,70,15,0,2021-08-01,2023-07-02,4.29,4.53,4.31,4.47,4.54,4.87,4.46,t,69,69,0,0,2.39,4.615384615384615,4.576923076923077
944,51075521,Rental unit in Antwerpen · 1 bedroom · 1 bed · 1 shared bath,,35849908,,,,f,1,1,,Haringrode,,51.20114,4.41851,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],120.0,9,1125,1125,1,0,0,2021-08-04,2021-08-04,4.0,4.0,4.0,5.0,5.0,4.0,4.0,f,1,0,1,0,0.03,5.0,5.0
945,51080079,Loft in Antwerpen · ★3.85 · 2 bedrooms · 3 beds · 2.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,,51.21694,4.4084,Entire loft,Entire home/apt,8,,2.5 baths,,3.0,[],71.0,1,5,5,62,29,2,2021-08-21,2023-12-03,3.85,4.0,3.44,4.29,4.35,4.69,4.02,t,134,134,0,0,2.17,4.238095238095238,4.238095238095238
946,51127203,Rental unit in Antwerpen · ★4.89 · 1 bedroom · 2 beds · 1.5 baths,,14367631,within an hour,100%,99%,f,10,16,,Historisch Centrum,,51.222847,4.402324,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],235.0,2,365,1125,130,49,1,2022-01-08,2023-12-10,4.89,4.92,4.92,4.93,4.9,4.94,4.83,f,10,10,0,0,5.42,4.9818181818181815,4.927272727272728
947,51134319,Townhouse in Antwerpen · ★4.87 · 3 bedrooms · 4 beds · 1 bath,"De vrijdagmarkt is nog een van de best bewaarde geheimpjes van Antwerpen. Van Locals tot fashionista’s verzamelen  zich op ons plein. Je kan hier een plantje kopen, de beste Stella drinken, de fijnste wijnen proeven, en nog zoveel meer. Elke vrijdag is de vrijdagmarkt een openbare veiling waar iedereen welkom is. Je kan er allerlei spullen op de kop tikken. Plantijn/Moretus  museum is vlak over ons gelegen.",413814828,within a few hours,100%,91%,f,1,1,"Antwerpen, Vlaanderen, Belgium",Sint-Andries,,51.21735,4.39991,Entire townhouse,Entire home/apt,4,,1 bath,,4.0,[],266.0,2,1125,1125,38,7,1,2021-09-19,2023-12-10,4.87,4.84,4.84,4.89,4.82,5.0,4.76,f,1,1,0,0,1.37,5.0,4.916666666666667
948,51159023,Rental unit in Antwerpen · ★4.77 · 1 bedroom · 2 beds · 1.5 baths,"In the heart of Flanders, Antwerp is a city where history and modernity intertwine, creating a neighborhood rich in culture and contemporary allure. Wander through cobblestone streets lined with medieval architecture, highlighted by the Gothic Cathedral of Our Lady, showcasing Peter Paul Rubens' masterpieces, as well as going though the lively Grote Markt, that with its ornate guild houses, offers a glimpse into the city's vibrant past.<br /><br />Antwerp's status as a fashion capital is evident in its trendy Fashion District, where chic boutiques and avant-garde designers reflect the city's stylish spirit. The Royal Academy of Fine Arts further adds to this fashionable ambiance. The city's parks and the Scheldt riverbanks provide tranquil green spaces, offering a peaceful escape from urban life.<br /><br />Meanwhile, the culinary and entertainment scenes in Antwerp are equally vibrant. For food enthusiasts, you can enjoy Belgian chocolates and waffles at cozy cafes, or savor modern Fl",222831298,within an hour,100%,100%,f,23,26,"Antwerpen, Vlaanderen, Belgium",Theaterbuurt-Meir,,51.21363,4.40416,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],104.0,1,365,1125,175,77,4,2021-07-29,2023-12-21,4.77,4.85,4.77,4.9,4.77,4.9,4.75,f,20,20,0,0,5.95,4.9772727272727275,4.8977272727272725
949,51170981,Rental unit in Antwerpen · ★4.07 · 3 bedrooms · 5 beds · 1 bath,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22591,4.40036,Entire rental unit,Entire home/apt,14,,1 bath,,5.0,[],71.0,1,5,5,82,33,0,2021-07-31,2023-11-04,4.07,4.18,3.72,4.58,4.7,4.65,4.23,t,69,69,0,0,2.8,4.578947368421052,4.526315789473684
950,51171172,Rental unit in Antwerpen · ★3.70 · 3 bedrooms · 5 beds · 1 bath,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22553,4.40227,Entire rental unit,Entire home/apt,12,,1 bath,,5.0,[],71.0,1,5,5,10,2,0,2021-08-07,2023-01-29,3.7,3.4,3.6,4.3,4.0,4.7,3.5,t,69,69,0,0,0.34,4.0,4.0
951,51179286,Home in Antwerpen · ★4.94 · 3 bedrooms · 4 beds · 1.5 baths,Some good tips around the airbnb would the followings:<br /><br />Coffee bar Cornichon for breakfast and lunch (5 min away - closed on Sunday)<br />Beerlovers Bar for ... beer amateurs (5 min away - closed on Tuesday)<br />Coffee bar Viggo's (5 min away - closed on Monday),10149448,within an hour,100%,99%,t,1,1,"Antwerpen, Vlaanderen, Belgium",Amandus - Atheneum,,51.22339,4.41913,Entire home,Entire home/apt,6,,1.5 baths,,4.0,[],106.0,3,1125,1125,138,62,4,2021-10-03,2023-12-18,4.94,4.93,4.93,4.99,4.96,4.54,4.9,f,1,1,0,0,5.07,5.0,4.985915492957746
952,51185891,Serviced apartment in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1 private bath,,396494764,within an hour,100%,100%,t,3,3,,Zuid,,51.20893,4.40004,Private room in serviced apartment,Private room,2,,1 private bath,,1.0,[],145.0,2,60,1125,4,2,0,2022-02-06,2023-07-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,3,0,3,0,0.17,5.0,4.0
953,51204968,Townhouse in Antwerpen · ★4.60 · 1 bedroom · 1 bed · 1 private bath,,274814280,within an hour,100%,98%,f,1,1,,Haringrode,,51.20193,4.42769,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],59.0,1,7,1125,120,48,2,2021-10-08,2023-12-17,4.6,4.83,4.55,4.93,4.88,4.77,4.7,f,1,0,1,0,4.44,4.9743589743589745,4.923076923076923
954,51248876,Home in Antwerpen · 2 bedrooms · 2 beds · 1.5 baths,,18029132,within an hour,100%,0%,f,1,1,,Groenenhoek,,51.1936,4.43964,Entire home,Entire home/apt,3,,1.5 baths,,2.0,[],,1,730,730,1,0,0,2022-06-25,2022-06-25,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05,5.0,5.0
955,51249072,Rental unit in Antwerpen · ★3.75 · 1 bedroom · 1 bed · Half-bath,"Het is een bruisende, multiculturele buurt in een wijk ten midden van een volkse buurt ten noorden van het historisch stadscentrum. vlakbij het centraal station én ander openbaar vervoer. Op de hoek van de straat is er een velostation (rental bikes per hour/day/week)<br />Vlakbij talrijke café's, resto, kruideniers en andere shops.",414930918,a few days or more,0%,0%,f,2,2,"Antwerpen, Vlaanderen, Belgium",Stuivenberg,,51.21864,4.43095,Entire rental unit,Entire home/apt,2,,Half-bath,,1.0,[],34.0,3,7,7,4,1,0,2021-08-08,2023-01-31,3.75,4.0,3.0,4.25,4.0,4.75,4.0,f,2,2,0,0,0.14,5.0,5.0
956,51263730,Rental unit in Antwerpen · ★4.75 · 2 bedrooms · 1 bed · 1.5 baths,,5613077,,,,f,1,2,,Borgerhout Intra Muros Noord,,51.21838,4.43613,Entire rental unit,Entire home/apt,4,,1.5 baths,,1.0,[],90.0,130,150,150,4,0,0,2021-08-07,2022-08-16,4.75,5.0,4.75,5.0,5.0,5.0,5.0,f,1,1,0,0,0.14,5.0,5.0
957,51264141,Condo in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1 bath,,55121527,within an hour,100%,97%,t,1,1,,Eilandje,,51.23151,4.40412,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],70.0,3,365,365,53,23,2,2021-10-01,2023-12-13,4.92,4.91,4.79,4.75,4.96,4.79,4.89,f,1,1,0,0,1.94,5.0,4.892857142857143
958,51275633,casa particular in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 private bath,Rustige buurt vlak naast 3 parken inclusief het bekende open air Middelheim museum.,63218839,within a day,100%,89%,t,1,1,"Antwerpen, Vlaanderen, Belgium",Nieuw - Kwartier West,,51.1867,4.42106,Private room in casa particular,Private room,3,,1 private bath,,1.0,[],85.0,2,30,30,21,19,0,2022-12-14,2023-10-12,4.9,4.81,4.71,4.9,4.9,4.86,4.76,f,1,0,1,0,1.66,5.0,5.0
959,51278446,Hotel in Antwerpen · ★4.0 · 1 bedroom · 1 bed · 1 private bath,,415232968,,,100%,f,2,2,,Nieuw - Zuid,,51.20476,4.3855,Room in hotel,Private room,2,,1 private bath,,1.0,[],129.0,1,365,7,3,0,0,2021-08-10,2021-12-31,4.0,5.0,5.0,4.67,5.0,4.67,4.33,t,2,0,2,0,0.1,2.0,2.0
960,51278661,Hotel in Antwerpen · ★4.57 · 1 bedroom · 2 beds · 1 private bath,,415232968,,,100%,f,2,2,,Nieuw - Zuid,,51.20629,4.38562,Room in hotel,Private room,2,,1 private bath,,2.0,[],129.0,1,365,7,14,1,0,2021-08-13,2023-04-14,4.57,4.57,4.57,4.57,4.29,4.14,4.21,t,2,0,2,0,0.48,5.0,4.8
961,51301468,Rental unit in Antwerpen · ★4.08 · 3 bedrooms · 6 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22393,4.40056,Entire rental unit,Entire home/apt,15,,1.5 baths,,6.0,[],71.0,1,5,5,64,19,0,2021-08-09,2023-09-24,4.08,4.23,3.85,4.54,4.65,4.71,4.26,t,134,134,0,0,2.2,4.052631578947368,4.0
962,51301614,Rental unit in Antwerpen · ★3.90 · 3 bedrooms · 5 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22452,4.40217,Entire rental unit,Entire home/apt,14,,1.5 baths,,5.0,[],71.0,1,5,5,21,8,0,2021-08-21,2023-10-21,3.9,4.24,3.9,4.48,4.67,4.38,3.9,t,134,134,0,0,0.73,4.2,4.1
963,51304062,Rental unit in Antwerpen · ★4.11 · 3 bedrooms · 5 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22448,4.40151,Entire rental unit,Entire home/apt,12,,1.5 baths,,5.0,[],71.0,1,5,5,94,33,1,2021-08-27,2023-12-10,4.11,4.15,3.75,4.4,4.56,4.71,4.11,t,134,134,0,0,3.31,4.488372093023256,4.465116279069767
964,51324758,Rental unit in Antwerpen · ★4.43 · 1 bedroom · 1 bed · 1.5 shared baths,,2550216,within an hour,100%,80%,f,2,2,,Oosterveld - Elsdonk,,51.17623,4.42399,Private room in rental unit,Private room,2,,1.5 shared baths,,1.0,[],70.0,2,30,30,7,4,0,2022-07-31,2023-10-31,4.43,4.43,4.43,4.57,4.86,4.43,4.57,f,2,0,2,0,0.41,4.25,4.25
965,51339935,Rental unit in Antwerpen · ★4.94 · 2 bedrooms · 4 beds · 1.5 baths,,286871955,within an hour,100%,100%,t,4,4,,Merksem - Heide,,51.25409,4.44576,Entire rental unit,Entire home/apt,4,,1.5 baths,,4.0,[],79.0,7,1125,1125,16,8,0,2021-09-02,2023-10-18,4.94,5.0,4.94,5.0,4.94,5.0,5.0,f,1,1,0,0,0.57,5.0,5.0
966,51397319,Rental unit in Antwerpen · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,Old city centre of Antwerp.,14367631,within an hour,100%,99%,f,10,16,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.222847,4.402324,Entire rental unit,Entire home/apt,4,,1.5 baths,,2.0,[],201.0,2,365,1125,176,60,1,2021-10-03,2023-12-08,4.91,4.89,4.85,4.94,4.97,4.95,4.82,f,10,10,0,0,6.47,5.0,4.9113924050632916
967,51451001,Place to stay in Antwerpen · ★4.52 · 1 bedroom · 2 beds · 1 bath,"Great vibrant neighborhood with lots of fine bars, restaurants, culture and local hidden gems to discover!",15780894,within an hour,100%,100%,f,10,27,"Antwerpen, Vlaanderen, Belgium",Universiteitsbuurt,,51.22166,4.40629,Private room,Private room,2,,1 bath,,2.0,[],73.0,1,1125,1125,277,128,3,2021-08-08,2023-12-20,4.52,4.61,4.47,4.78,4.85,4.83,4.56,t,10,0,10,0,9.53,4.854700854700854,4.786324786324786
968,51544617,Condo in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,"Welcome to Berchem; one of the prettiest and greenest areas on a 10-minute ride of Antwerp city Center.  We are on walking distance from several parks like, the open-air museum of Middelheim Park, Park Den Brandt and Nachtegalenpark. In the Fruithoflaan you will find a grocery store, two bakery's, a fine foods market and everything you'll need during your stay. Some restaurants are on walking distance and even a cocktail bar is around the corner so you can even crawl back home ;)",62639610,within an hour,100%,93%,t,2,2,"Antwerpen, Vlaanderen, Belgium",Nieuw - Kwartier West,,51.18133,4.43113,Private room in condo,Private room,2,,1 shared bath,,1.0,[],81.0,1,1125,1125,31,10,1,2021-10-08,2023-12-17,4.88,4.97,4.75,4.97,5.0,4.84,4.88,f,2,0,2,0,1.15,5.0,5.0
969,51552571,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 3 beds · 1.5 baths,,13145096,within a few hours,100%,100%,t,6,10,,Deurne Zuid Oost,,51.20056,4.46847,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],,2,1125,1125,9,1,0,2021-11-11,2023-03-12,5.0,5.0,4.89,5.0,5.0,4.67,4.89,f,4,4,0,0,0.35,5.0,5.0
970,51611190,Condo in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,,418102235,a few days or more,0%,92%,f,1,1,,Historisch Centrum,,51.22049,4.40487,Entire condo,Entire home/apt,4,,1 bath,,1.0,[],99.0,2,365,365,8,2,0,2021-12-29,2023-02-26,4.88,5.0,4.75,5.0,4.88,5.0,4.88,f,1,1,0,0,0.33,5.0,5.0
971,51664876,Home in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,,1131084,within a day,67%,80%,t,1,1,,Deurne Zuid Oost,,51.19873,4.46323,Entire home,Entire home/apt,2,,1.5 baths,,1.0,[],90.0,2,14,14,13,6,0,2021-10-18,2023-10-22,4.85,4.92,4.62,4.85,4.92,4.69,4.77,f,1,1,0,0,0.49,5.0,5.0
972,51678964,Rental unit in Antwerpen · ★4.59 · 1 bedroom · 1 bed · 1 bath,,361513412,within an hour,84%,100%,f,12,13,,Universiteitsbuurt,,51.22024,4.41396,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],134.0,1,1125,999,29,13,0,2022-01-26,2023-11-12,4.59,4.45,4.66,4.66,4.41,4.66,4.34,t,11,11,0,0,1.24,5.0,5.0
973,51686228,Condo in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,,392681633,within a day,100%,30%,f,2,2,,Harmonie,,51.20345,4.40564,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],100.0,3,1125,1125,11,6,1,2021-11-01,2023-12-01,4.82,4.91,5.0,5.0,4.91,4.82,4.55,f,1,1,0,0,0.42,5.0,4.833333333333333
974,51749824,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,,177183639,within an hour,100%,100%,f,2,3,,Amandus - Atheneum,,51.22134,4.41875,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],110.0,2,365,1125,96,33,1,2021-08-25,2023-12-21,4.67,4.77,4.8,4.84,4.9,4.35,4.56,f,2,2,0,0,3.37,4.882352941176471,4.852941176470588
975,51794088,Rental unit in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,,118070281,,,100%,f,1,2,,Oud - Berchem,,51.19507,4.41379,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,28,100,100,5,2,0,2022-05-30,2023-02-20,5.0,5.0,5.0,4.8,5.0,5.0,5.0,f,1,1,0,0,0.26,5.0,5.0
976,51811514,Rental unit in Antwerpen · ★4.93 · 1 bedroom · 1 bed · 1 bath,"We live in the historic heart of the city, or like the people of Antwerp like to say it 'right in the 2000' (our postal code). To name just a few: the Cathedral, Grote Markt, Groenplaats, Henri Conscience plein, the Opera, Rubens museum, Fashion museum, the main shopping area Meir... are all within 5 (or less) minutes walk.",13930931,within an hour,100%,96%,t,1,1,"Antwerpen, Vlaanderen, Belgium",Historisch Centrum,,51.22091,4.4035,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],150.0,2,31,1125,46,12,1,2021-09-18,2023-12-10,4.93,4.89,4.96,4.96,4.98,4.98,4.96,f,1,1,0,0,1.66,5.0,5.0
977,51821504,Townhouse in Antwerpen · ★4.85 · 1 bedroom · 1 bed · 1 private bath,,138496466,,,,f,1,1,,Harmonie,,51.20498,4.40788,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],,1,365,365,66,0,0,2021-09-04,2022-09-06,4.85,4.85,4.94,4.91,4.89,4.77,4.83,f,1,0,1,0,2.34,5.0,4.9375
978,51863380,Rental unit in Antwerpen · ★5.0 · 2 bedrooms · 2 beds · 1 bath,,209435898,,,,f,1,1,,Amandus - Atheneum,,51.22453,4.41975,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],,1,365,365,9,0,0,2022-01-23,2022-02-27,5.0,5.0,5.0,5.0,5.0,4.67,4.78,t,1,1,0,0,0.38,5.0,5.0
979,51864931,Rental unit in Antwerpen · ★4.67 · 1 bedroom · 2 beds · 1 bath,,80157868,,,100%,f,1,2,,Zurenborg,,51.21028,4.42536,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],,2,1125,1125,3,0,0,2022-05-08,2022-08-15,4.67,4.67,4.67,5.0,5.0,4.0,4.33,f,1,1,0,0,0.15,5.0,4.666666666666667
980,51900026,Rental unit in Antwerpen · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,,54165504,within an hour,100%,91%,t,4,4,,Universiteitsbuurt,,51.22415,4.40856,Entire rental unit,Entire home/apt,6,,2.5 baths,,3.0,[],460.0,4,365,365,33,9,0,2021-12-03,2023-10-23,5.0,4.88,5.0,5.0,5.0,4.97,4.88,f,2,2,0,0,1.31,5.0,4.875
981,51904178,Home in Antwerpen · Studio · 1 bed · 3 shared baths,,118536151,within an hour,79%,92%,f,15,22,,Amandus - Atheneum,,51.21994,4.42274,Private room in home,Private room,1,,3 shared baths,,1.0,[],36.0,90,1125,1125,1,0,0,2022-04-15,2022-04-15,5.0,5.0,5.0,4.0,5.0,5.0,5.0,f,12,6,6,0,0.05,2.0,2.0
982,51916312,Aparthotel in Antwerpen · ★4.78 · 1 bedroom · 1 bed · 1.5 baths,"“Sud d’Anvers”  <br />Volkstraat 31<br />2000 Antwerpen<br /><br />“Sud d’Anvers” is centrally located within the eclectic & creative district “Het Zuid” (Antwerp), with a huge range of culinary highlights, cozy bars, inspiring fashion stores and art galleries within walking distance. The neighbourhood also houses many state of the art museums, such as Muhka (Museum of Contemporary Art Antwerp), MOMU (Fashion Museum ), FOMU (Museum of Photography) and KMSKA.",420506177,within a few hours,100%,87%,t,7,9,"Antwerpen, Vlaanderen, Belgium",Zuid,,51.20974,4.39708,Room in aparthotel,Entire home/apt,2,,1.5 baths,,1.0,[],175.0,1,365,365,18,0,0,2021-09-05,2022-12-14,4.78,4.89,4.89,4.89,4.72,4.89,4.67,f,5,4,1,0,0.64,5.0,5.0
983,51950999,Aparthotel in Antwerpen · ★4.95 · 1 bedroom · 1 bed · 1.5 baths,"“Sud d’Anvers” is centrally located within the eclectic & creative district “Het Zuid” (Antwerp), with a huge range of culinary highlights, cozy bars, inspiring fashion stores and art galleries within walking distance. The neighbourhood also houses many state of the art museums, such as Muhka (Museum of Contemporary Art Antwerp), MOMU (Fashion Museum ), FOMU (Museum of Photography) and KMSKA.",420506177,within a few hours,100%,87%,t,7,9,"Antwerpen, Vlaanderen, Belgium",Zuid,,51.2121,4.39667,Room in aparthotel,Entire home/apt,2,,1.5 baths,,1.0,[],185.0,1,365,7,19,3,0,2021-09-17,2023-10-30,4.95,5.0,5.0,5.0,4.95,5.0,4.89,f,5,4,1,0,0.69,5.0,5.0
984,51951570,Townhouse in Antwerpen · ★4.94 · Studio · 2 beds · 1.5 baths,"Je komt terecht in een leuke bruisende buurt waar je in de omliggende parken ook de rust en het groen kan opzoeken. De locatie is top om met de fiets, te voet, het openbaar vervoer, de wagen en zelfs het vliegtuig je te verplaatsen. <br />Dichtbij het culturele leven van Antwerpen toch rustig om te wonen.",29917265,within an hour,90%,87%,t,3,3,"Antwerpen, Vlaanderen, Belgium",Deurne Zuid West,,51.21068,4.4548,Private room in townhouse,Private room,3,,1.5 baths,,2.0,[],55.0,2,1125,1125,51,10,0,2021-12-10,2023-10-29,4.94,4.9,4.98,4.94,4.92,4.63,4.88,f,3,0,3,0,2.05,5.0,5.0
985,51955913,Rental unit in Antwerpen · ★4.79 · 1 bedroom · 1 bed · 1 bath,"My neighbourhood is very alive. There’s a supermarket right under my apartment and some other shops nearby like a bakery, a butcher, etc. The Antwerp central station is 10 min walking distance from my apartment and in the big street a few meters away from my street you will find busses and trams to the city center.",36258248,within an hour,100%,100%,t,4,7,"Antwerpen, Vlaanderen, Belgium",Borgerhout Intra Muros Zuid,,51.21618,4.43045,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],,3,1125,1125,56,38,1,2021-10-18,2023-12-03,4.79,4.85,4.68,4.8,4.93,4.46,4.71,f,1,1,0,0,2.1,4.9714285714285715,4.9714285714285715
986,51967682,Rental unit in Antwerpen · 2 bedrooms · 5 beds · 1.5 baths,,368780735,,,17%,f,13,17,,Borgerhout Intra Muros Noord,,51.21733,4.43874,Entire rental unit,Entire home/apt,5,,1.5 baths,,5.0,[],70.0,14,1125,1125,1,0,0,2021-09-19,2021-09-19,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,13,13,0,0,0.04,5.0,5.0
