listing_id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_shared_rooms,reviews_per_month
42174495,Townhouse in Hoek van Holland · ★4.82 · 3 bedrooms · 4 beds · 1.5 baths,"This area is a hidden gem and I hope you enjoy it as much as we do.<br /><br />There are various beach cafes/clubs and restaurants to choose from within 15 min walk whether you need space for your kids to run around and play on swingsets or a quiet corner for a date, or you want to spend the afternoon in a cabana. <br /><br />There is also a gorgeous restaurant [with great terraces] on our street called Viersprong which is a 2 minute walk. <br /><br />Bike & Running Trails  - 1 min <br />Bus stop - 1 min<br />Grocery stores - 3 min drive<br />Train Station - 4 min drive <br />Harbour - 4 min drive<br />Beach - 5 min on bike to closest beach/15 min walk/3 min drive <br /><br />Walk to:<br />Hoek Van Holland Rechtestraat Entrance :15 min <br />Hoek Van Holland Main Beach: 30min<br />Vluchtenberg Beach: 20min <br /><br />Drive to:<br />Hoek Van Holland Rechtestraat Entrance (if you drive, and want to be close as possible to the beach, come here):  3 min drive <br />Hoek Van Holland Center",1733409,within a few hours,100%,44%,t,1.0,1,Entire townhouse,Entire home/apt,6,,1.5 baths,,4.0,[],187.0,4,1125,1125,65,18,1,2020-07-08,2023-11-26,4.82,4.71,4.45,4.89,4.92,4.62,4.58,f,1,1,0,1.54
42253784,Townhouse in Rotterdam · ★4.81 · 1 bedroom · 1 bed · 1 private bath,,335692286,within a few hours,100%,83%,f,2.0,2,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],,2,1125,1125,26,6,0,2020-07-24,2023-08-21,4.81,4.96,4.81,4.96,5.0,4.62,4.81,f,2,0,0,0.63
42319729,Condo in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1 bath,,6810047,,,,f,1.0,1,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],,1,1,1,9,0,0,2022-06-12,2022-09-22,4.89,4.89,4.89,5.0,5.0,5.0,4.89,f,1,1,0,0.48
42331022,Townhouse in Rotterdam · ★4.90 · 2 bedrooms · 3 beds · 2 baths,"Het huis ligt in het Nieuwe Westen van Rotterdam met mooie parken en speeltuinen, met diverse leuke cafés/restaurant op loopafstand. Daarnaast is centrum van Rotterdam binnen 5 minuten te bereiken",80655295,within an hour,100%,90%,f,1.0,2,Entire townhouse,Entire home/apt,4,,2 baths,,3.0,[],220.0,4,30,30,10,7,0,2022-07-29,2023-08-19,4.9,4.8,4.4,4.8,4.9,4.9,4.7,f,1,1,0,0.58
42357791,Rental unit in Rotterdam · ★4.82 · 1 bedroom · 2 beds · 1 bath,"The Vroesenpark is a beautifull parc in Rotterdam where you can buy a take away coffee and walk around. Also visit the ‘Kralingse Plas’ a lake and forest in the neighbourhood, 10min by bike. Also a super market is a 5 min walk.",17810764,,,,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],,2,1125,1125,11,0,0,2020-03-08,2022-12-21,4.82,4.91,4.73,4.91,5.0,4.64,4.55,f,1,1,0,0.24
42410280,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Ons plekje is uniek in Rotterdam! Omringd door water met veel groen (en heel veel leuke watervogels). Elke dag komen er wel een aantal vogels gezellig buurten! Vooral de grote zwanen zijn zeer imposant! En er is rust! Je hebt niet het gevoel zo dicht bij het centrum van Rotterdam te zijn.<br /><br />De Kralingse plas ligt op 5 minuten fiets afstand en als je een minuutje verder fietst, zit je in het centrum van Kralingen met zijn gezellige barretjes een eettentjes.<br /><br />Fiets je de andere kant op, dan ben je in 20 minuutjes (inclusief het pondje) in Kinderdijk, met al zijn mooie molens! <br /><br />En het blijft een fijn idee dat je met bus, tram en metro (die laatste bevind zich op een minuutje fiets afstand) zo in het bruisende hart van Rotterdam bent!!",15855950,within an hour,100%,24%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],116.0,1,1125,1125,4,4,0,2023-04-06,2023-11-17,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.46
42642187,Home in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,"The house is located in the south of Rotterdam. It is within walking distance of the river, where you will find the entrance of the Maastunnel and other transportation options to get to the city. One fun experience is to take the watertaxi from here.",292824910,,,,f,1.0,1,Entire home,Entire home/apt,2,,1.5 baths,,1.0,[],,3,1125,1125,8,0,0,2020-07-02,2021-09-30,5.0,5.0,5.0,5.0,5.0,4.75,5.0,f,1,1,0,0.19
42658596,Home in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,"The house is located in a nice district. Blijdorp is a popular neighborhood in Rotterdam. Shops, bars and other initiatives popping up daily. Its close Rotterdam central, a tram stop, Blijdorp metro station,  a beautiful park, grocery stores, the zoo and way more.",302893992,within an hour,100%,79%,t,81.0,96,Entire home,Entire home/apt,2,,1.5 baths,,1.0,[],119.0,2,60,60,19,1,0,2020-06-07,2023-10-28,4.89,4.84,4.79,4.95,4.89,4.74,4.84,f,14,14,0,0.44
42729279,Condo in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,,20218342,within an hour,100%,100%,t,1.0,2,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],96.0,2,365,365,13,13,0,2023-01-30,2023-05-05,4.92,4.85,5.0,5.0,4.92,5.0,4.85,f,1,1,0,1.19
42735350,Home in Rotterdam · ★4.97 · 2 bedrooms · 2 beds · 3 baths,,1490519,within a few hours,100%,55%,t,1.0,2,Entire home,Entire home/apt,4,,3 baths,,2.0,[],110.0,2,14,14,61,21,0,2020-08-02,2023-07-31,4.97,4.93,4.9,4.95,4.92,4.59,4.8,f,1,1,0,1.48
42806693,Guest suite in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,"Situated only 10 min. from Rotterdam city center in the old and lush green part of Rotterdam. With an architectual national monument (Bergpolderflat) right on the doorstep! The neighbourhood has some cozy restaurants, shops and parks to explore.<br /><br />You're in the center within moments. Here you can visit 'the Markthal', 'Cube houses', 'Witte de Withstraat' and many museums or architectural highlights. If you cycle the other way, to 'Kralingen' you will find the ever and green 'Kralingse Bos' where you can take a soothing walk or rent a boat for the day to explore Rotterdam by water.",18138978,within an hour,100%,99%,f,2.0,3,Private room in guest suite,Private room,2,,1.5 baths,,1.0,[],74.0,2,14,14,160,49,1,2020-06-10,2023-11-24,4.8,4.83,4.67,4.89,4.86,4.66,4.68,f,1,0,0,3.72
42902571,Home in Rotterdam · ★4.86 · 3 bedrooms · 2 beds · 1.5 baths,"The house is located in a nice district. Het Oude noorden is a popular neighborhood in Rotterdam. Shops, bars and other initiatives popping up daily.<br /><br />The city centre is on walk distance and you are at the beach in 30 minutes!",302893992,within an hour,100%,79%,t,81.0,96,Entire home,Entire home/apt,4,,1.5 baths,,2.0,[],,2,7,7,21,5,0,2020-06-30,2023-07-28,4.86,4.86,4.81,4.9,4.9,4.81,4.81,f,14,14,0,0.5
43041179,Boutique hotel in Rotterdam · ★3.88 · 1 bedroom · 1 bed · 1 private bath,171 Urban Design Hotel is situated in Rotterdam Centre and features air-conditioned rooms. This property is located a short distance from attractions such as Markthal Rotterdam and Cube Houses. Free WiFi is at guests' disposal.,342537323,within an hour,100%,100%,f,3.0,3,Room in boutique hotel,Private room,2,,1 private bath,,1.0,[],134.0,1,1125,1125,7,1,0,2021-04-04,2023-05-21,3.88,4.5,4.5,4.38,4.25,4.5,4.25,t,3,0,0,0.21
43053313,Cottage in Rotterdam · ★4.84 · 2 bedrooms · 2 beds · 2 baths,Terbregge is a wonderful family neighborhood with a snack bar and lovely restaurant.  Also includes a community center with a children's playground. Enjoy a bike ride along the river and jump in for a swim. Lovely walks to a nearby park with a pancake house and lake. Where you can feed the ducks or rent a paddle boat.,269746771,within a day,80%,89%,t,1.0,1,Entire cottage,Entire home/apt,4,,2 baths,,2.0,[],148.0,4,1125,1125,62,14,0,2020-07-10,2023-09-25,4.84,4.82,4.66,4.92,4.84,4.85,4.76,f,1,1,0,1.47
43058542,Rental unit in Rotterdam · ★4.22 · 1 bedroom · 1 bed · 1.5 baths,Situated only 4 min from Rotterdam city center in a green and quiet apartment block!,342758755,,,100%,f,1.0,1,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],,3,1125,1125,45,10,0,2020-04-08,2023-04-30,4.22,4.53,4.27,4.78,4.76,4.58,4.24,f,1,1,0,1.0
43129921,Hotel in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,within an hour,100%,99%,t,8.0,8,Room in hotel,Private room,2,,1 private bath,,1.0,[],137.0,1,1125,999,4,1,0,2021-10-10,2023-07-19,5.0,5.0,5.0,5.0,4.75,4.75,4.75,f,8,0,0,0.15
43129940,Hotel in Rotterdam · ★4.81 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,within an hour,100%,99%,t,8.0,8,Room in hotel,Private room,2,,1 private bath,,1.0,[],142.0,1,1125,999,52,6,0,2020-07-26,2023-10-29,4.81,4.75,4.87,4.71,4.87,4.71,4.63,f,8,0,0,1.25
43129977,Hotel in Rotterdam · ★4.87 · 1 bedroom · 2 beds · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,within an hour,100%,99%,t,8.0,8,Room in hotel,Private room,4,,1 private bath,,2.0,[],232.0,1,1125,999,15,4,0,2020-08-18,2023-10-13,4.87,4.8,4.87,4.93,4.87,4.73,4.73,f,8,0,0,0.37
43130019,Hotel in Rotterdam · ★4.74 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,within an hour,100%,99%,t,8.0,8,Room in hotel,Private room,2,,1 private bath,,1.0,[],147.0,1,1125,999,27,12,0,2020-08-16,2023-10-07,4.74,4.7,4.89,4.89,4.81,4.59,4.59,f,8,0,0,0.66
43130041,Hotel in Rotterdam · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,within an hour,100%,99%,t,8.0,8,Room in hotel,Private room,2,,1 private bath,,1.0,[],162.0,1,1125,999,1,0,0,2020-07-26,2020-07-26,3.0,3.0,5.0,2.0,3.0,5.0,3.0,f,8,0,0,0.02
43130049,Hotel in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,within an hour,100%,99%,t,8.0,8,Room in hotel,Private room,2,,1 private bath,,1.0,[],122.0,1,1125,999,25,5,1,2020-07-18,2023-12-08,4.84,4.8,4.76,4.72,4.84,4.48,4.52,f,8,0,0,0.6
43130067,Hotel in Rotterdam · ★4.71 · 1 bedroom · 2 beds · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,within an hour,100%,99%,t,8.0,8,Room in hotel,Private room,3,,1 private bath,,2.0,[],187.0,1,1125,999,17,3,1,2020-07-10,2023-11-24,4.71,4.71,4.65,4.76,4.65,4.47,4.18,f,8,0,0,0.4
43130096,Hotel in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,within an hour,100%,99%,t,8.0,8,Room in hotel,Private room,2,,1 private bath,,1.0,[],162.0,1,1125,999,27,7,0,2020-07-21,2023-08-23,4.67,4.74,4.7,4.78,4.81,4.67,4.63,f,8,0,0,0.65
43422167,Condo in Rotterdam · ★5.0 · 3 bedrooms · 3 beds · 1 bath,"The neighborhood is one of Rotterdam’s greenest and quietest. However, it is lined with cute pubs and hip coffee places. Also, you are never far away from downtown, where there is an abundance of food, drink and art culture.<br /><br />Right from the doorstep is a boulevard which can be followed for miles. To the city center, or away from it to the park.",19998362,,,100%,f,1.0,1,Entire condo,Entire home/apt,3,,1 bath,,3.0,[],180.0,4,1125,1125,3,3,0,2023-04-29,2023-06-18,5.0,5.0,5.0,5.0,5.0,5.0,4.67,f,1,1,0,0.38
43502968,Hotel in Rotterdam · 1 bedroom · 1 bed · 1 shared bath,171 Urban Design Hotel is situated in Rotterdam Centre and features air-conditioned rooms. This property is located a short distance from attractions such as Markthal Rotterdam and Cube Houses. Free WiFi is at guests' disposal.,342537323,within an hour,100%,100%,f,3.0,3,Room in hotel,Private room,2,,1 shared bath,,1.0,[],176.0,1,1125,1125,1,0,0,2021-05-16,2021-05-16,4.0,4.0,5.0,5.0,5.0,5.0,2.0,t,3,0,0,0.03
43533886,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,,11203989,within a day,100%,75%,f,2.0,3,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],119.0,2,13,13,10,1,0,2020-06-29,2023-07-28,4.8,4.7,4.1,4.8,4.9,4.7,4.3,f,1,1,0,0.24
43535387,Boat in Rotterdam · ★4.67 · 5 bedrooms · 5 beds · 3 baths,"The Maritime District has it all, it's very centrally located and has all the highraise buildings and most of musea, bars & restaurants in walking distance.",436284753,,,,f,12.0,13,Boat,Entire home/apt,11,,3 baths,,5.0,[],503.0,1,10,10,23,7,0,2020-07-18,2023-10-08,4.67,4.63,4.5,4.54,4.79,4.88,4.17,f,10,8,0,0.55
43541339,Loft in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Witte de Withstraat also called White Street is without a doubt the coolest most vibrant street of Rotterdam. This street is also home to the very famous bar ‘De Witte Aap’,  voted ‘Best Bar in the World’ by Lonely Planet.<br /><br />Never a Dull Moment <br />With rows & rows of only proper good food, bars, clubs, wall arts & quirky shops igniting your senses, one should only fall in love with feeling so alive here. The true city vibe beats on this street, so if you're looking to stay right at the heart of Rotterdam, this is the place to be.",323938482,,,39%,f,16.0,29,Entire loft,Entire home/apt,2,,1 bath,,1.0,[],150.0,7,365,365,3,1,0,2021-12-05,2023-07-11,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,2,0,0.12
43617815,Boat in Rotterdam · 4 bedrooms · 8 beds · 4 baths,"Rooms on Water ligt in het centrum van Rotterdam, in het Maritime District. Het is doorgaans een vrij rustige buurt. De Markthal, Oude Haven, markt, winkelstraten, musea en uitgaansstraten liggen allemaal heel vlakbij op loopafstand.",34928695,within an hour,100%,100%,t,2.0,3,Boat,Entire home/apt,8,,4 baths,,8.0,[],675.0,2,14,14,1,0,0,2021-05-02,2021-05-02,4.0,4.0,5.0,4.0,4.0,5.0,4.0,t,2,2,0,0.03
43638250,Rental unit in Rotterdam · ★4.94 · 2 bedrooms · 6 beds · 1.5 baths,"Rotterdam has lots to offer: for children, young people or elderly people, in or on the water, high in the air (Euromast) or inside when it is more suitable.<br /><br />In Rotterdam you will never get bored exploring the city and it's surroundings.<br />Rotterdam is a must-see city with lots of attractions, museums, monuments and architectural highlights to look out for.<br />For kids, attractions at or on the water, city or port tours for every age and interest.<br />Cultural highlights just a few minutes walk:<br />- Maritiem Museum<br />- Wereld Museum<br />- Kunsthal<br />- Dutch Photo Museum<br />- National Historic Museum<br />- Galleries<br />- Cinema<br /><br />The big shopping area is just next door and you are surrounded by the finest bars and restaurants.",26152189,,,100%,f,1.0,1,Entire rental unit,Entire home/apt,6,,1.5 baths,,6.0,[],,2,1125,1125,123,28,0,2020-06-15,2023-06-28,4.94,4.95,4.93,4.98,4.98,4.98,4.76,f,1,1,0,2.87
43684342,Rental unit in Rotterdam · ★4.95 · 2 bedrooms · 1 bed · 1 shared bath,,36784268,,,92%,t,1.0,4,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],,2,7,7,19,16,0,2020-06-21,2023-09-01,4.95,4.89,4.74,5.0,5.0,4.89,4.95,f,1,0,0,0.44
43882530,Bed and breakfast in Rotterdam · ★4.88 · 1 bedroom · 2 beds · 1 private bath,Onze dijk is een dorpje in de stad. Vlakbij een winkelcentrum en diverse soorten openbaar vervoer. Met een redelijk groene omgeving met een park in de buurt.,105771911,within an hour,100%,98%,t,1.0,2,Private room in bed and breakfast,Private room,2,,1 private bath,,2.0,[],85.0,1,7,7,64,31,1,2020-09-06,2023-12-02,4.88,4.91,4.97,4.95,4.97,4.77,4.78,f,1,0,0,1.59
44178675,Bed and breakfast in Rotterdam · ★4.94 · 8 bedrooms · 23 beds · 4.5 shared baths,"Hotspot van Rotterdam, dicht bij het centrum.<br />Luxor theater op 500 meter afstand<br />Vele restaurants in de buurt<br />Ahoy op 3 metro haltes afstand",228183003,within an hour,100%,99%,t,4.0,4,Private room in bed and breakfast,Private room,16,,4.5 shared baths,,23.0,[],57.0,1,1125,1125,31,31,0,2023-04-10,2023-11-09,4.94,4.9,4.74,4.84,4.97,5.0,4.9,t,4,0,0,3.6
44309254,Rental unit in Rotterdam · ★4.63 · 3 bedrooms · 3 beds · 2 baths,"The house is based in Rotterdam north (liskwartier). You will find public transport, restaurants, supermarkets and way more just around the corner.",302893992,within an hour,100%,79%,t,81.0,96,Entire rental unit,Entire home/apt,6,,2 baths,,3.0,[],219.0,2,14,14,26,12,0,2020-07-26,2023-10-12,4.63,4.63,4.11,4.96,4.93,4.78,4.48,f,14,14,0,0.63
45130010,Home in Rotterdam · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,,186376672,within an hour,100%,99%,t,2.0,2,Private room in home,Private room,2,,1 shared bath,,1.0,[],54.0,1,20,1125,94,41,0,2020-09-09,2023-11-12,4.93,4.85,4.86,4.96,4.98,4.66,4.81,f,2,1,0,2.35
45311573,Houseboat in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,14847029,within an hour,100%,96%,t,2.0,2,Houseboat,Entire home/apt,2,,1 bath,,1.0,[],189.0,2,1125,1125,63,16,0,2020-10-19,2023-11-11,5.0,4.97,4.98,5.0,5.0,4.87,4.92,f,2,2,0,1.63
45342274,Hotel in Rotterdam · ★4.11 · 1 bedroom · 1 bed · 1 bath,"Within walking distance to Rotterdam Centraal Station and just a short drive from Rotterdam The Hague Airport (RTM) you are located in the vibrant area of Rotterdam North.<br /><br />Set along the banks of the Nieuwe Maas River, Rotterdam is Europe’s biggest port and offers diverse dining, shopping, and entertainment options. Explore the charming streets of this once-medieval city and be sure to visit modern landmarks like the soaring Euromast observation tower, Erasmus Bridge, and The Markthal.",365217950,within an hour,93%,99%,f,11.0,13,Room in hotel,Private room,2,,1 bath,,1.0,[],88.0,1,365,1000,28,8,0,2021-03-25,2023-11-05,4.11,4.11,4.5,4.39,4.11,4.43,4.04,t,11,0,1,0.84
45342531,Hotel in Rotterdam · ★3.50 · 1 bedroom · 1 bed · 1 shared bath,"Within walking distance to Rotterdam Centraal Station and just a short drive from Rotterdam The Hague Airport (RTM) you are located in the vibrant area of Rotterdam North.<br /><br />Set along the banks of the Nieuwe Maas River, Rotterdam is Europe’s biggest port and offers diverse dining, shopping, and entertainment options. Explore the charming streets of this once-medieval city and be sure to visit modern landmarks like the soaring Euromast observation tower, Erasmus Bridge, and The Markthal.",365217950,within an hour,93%,99%,f,11.0,13,Room in hotel,Private room,2,,1 shared bath,,1.0,[],131.0,1,365,1000,4,1,0,2021-08-12,2023-04-01,3.5,4.5,4.5,3.75,3.25,4.0,3.25,t,11,0,1,0.14
45345145,Townhouse in Rotterdam · ★5.0 · 4 bedrooms · 6 beds · 1 bath,,46736017,within a day,100%,50%,f,1.0,1,Entire townhouse,Entire home/apt,6,,1 bath,,6.0,[],310.0,7,1125,1125,3,0,0,2021-07-18,2022-12-16,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.1
45357804,Rental unit in Rotterdam · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,"Utterly bursting with life, and outside the usual tourist trail, the street and immediate neighbourhood has an addictive atmosphere. A One-of-a-kind fusion of Asian street culture, European indulgences, and Middle Eastern food-market energy. <br /><br />In 1 minute you can be relaxing on the bank of one of the widest and most magical canals in Rotterdam, the “Heemradsingel”. Wake up to the smells of the Bakery next door, and within a 30 second walk in either direction of the front door you have brunch and coffee hotspots, wood-fire Pizza, a truly unique fine-dining experience, and a beautiful open grassed ’square’ where the locals hang out on the grass as they soak up the vibe.",234684765,within an hour,100%,98%,t,2.0,2,Entire rental unit,Entire home/apt,2,,1.5 baths,,1.0,[],147.0,2,14,1125,236,73,3,2020-09-16,2023-12-07,4.85,4.86,4.72,4.95,4.89,4.74,4.77,f,2,2,0,5.93
45359058,Rental unit in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1 bath,"Utterly bursting with life, and outside the usual tourist trail, the street and immediate neighbourhood has an addictive atmosphere. A One-of-a-kind fusion of Asian street culture, European indulgences, and Middle Eastern food-market energy.<br />In 1 minute you can be relaxing on the bank of one of the widest and most magical canals in Rotterdam, the “Heemradsingel”, a Bakery next door, and within a 30 second walk in either direction of the front door you have brunch and coffee hotspots, wood-fire Pizza, a truly unique fine-dining experience, and a beautiful open ’square’ where the locals hang out on the grass as they soak up the vibe.",234684765,within an hour,100%,98%,t,2.0,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],132.0,2,14,1125,200,75,4,2020-10-18,2023-12-10,4.84,4.89,4.78,4.98,4.87,4.76,4.69,f,2,2,0,5.16
45555469,Boat in Rotterdam · ★4.89 · 3 bedrooms · 7 beds · 3 baths,"Vele restaurantjes, centrum Rotterdam met het mooiste uitzicht op de skyline van Rotterdam",91765754,,,100%,t,3.0,4,Boat,Entire home/apt,9,,3 baths,,7.0,[],,2,1125,1125,19,11,0,2021-11-14,2023-08-07,4.89,4.84,4.79,4.95,4.79,5.0,4.84,t,2,1,0,0.74
45723249,Houseboat in Rotterdam · ★4.69 · 5 bedrooms · 11 beds · 2 baths,,4104827,within an hour,100%,99%,f,9.0,13,Houseboat,Entire home/apt,8,,2 baths,,11.0,[],367.0,1,365,1125,32,21,1,2021-09-26,2023-12-17,4.69,4.59,4.38,4.72,4.88,4.72,4.59,t,9,9,0,1.17
45754145,Home in Rotterdam · ★4.94 · 1 bedroom · 1 bed · 1 private bath,,335692286,within a few hours,100%,83%,f,2.0,2,Private room in home,Private room,1,,1 private bath,,1.0,[],,3,100,100,17,7,0,2021-01-02,2023-11-13,4.94,4.94,4.94,4.94,5.0,4.76,5.0,f,2,0,0,0.47
45838633,Rental unit in Rotterdam · 2 bedrooms · 4 beds · 1 bath,,4104827,within an hour,100%,99%,f,9.0,13,Entire rental unit,Entire home/apt,4,,1 bath,,4.0,[],148.0,1,365,1125,1,0,0,2021-10-29,2021-10-29,4.0,5.0,3.0,5.0,5.0,5.0,4.0,t,9,9,0,0.04
46047837,Home in Rotterdam · 1 bedroom · 1 shared bath,,343744261,within a day,100%,43%,f,2.0,5,Private room in home,Private room,1,,1 shared bath,,,[],40.0,30,180,180,2,0,0,2021-06-01,2022-07-16,3.5,3.5,4.0,3.5,3.5,4.5,4.0,f,2,0,0,0.06
46129295,Rental unit in Rotterdam · ★4.65 · 1 bedroom · 1 bed · 1 bath,"You will find everything you need in this neighbourhood. Rotterdam central is only 3 minutes walk, in front of the building you will find a metro station, tram stop, supermarket, bars, restaurants and way more.",302893992,within an hour,100%,79%,t,81.0,96,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],149.0,3,365,500,17,4,0,2020-11-13,2023-09-24,4.65,4.76,4.41,4.82,4.88,4.88,4.41,f,14,14,0,0.45
46152028,Rental unit in Rotterdam · ★4.81 · 1 bedroom · 2 beds · 1 bath,"The house is perfectly located. Its a very green and quiet street. Rotterdam Central station and the center is within 10 minutes walking distance. Also the famous Rotterdam Zoo is within 5 minutes walking distance.<br /><br />The vibrant city center with main theaters like 'De Doelen' and 'Stadsschouwburg', as well as the  cinema, main shopping streets and plenty of restaurants and bars  are at 15 minutes walking distance.",26008830,within an hour,100%,100%,f,1.0,6,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],120.0,3,1125,1125,58,0,0,2020-11-13,2022-10-31,4.81,4.81,4.59,4.88,4.83,4.88,4.72,t,1,1,0,1.53
46343951,Home in Rotterdam · 4 bedrooms · 4 beds · 3.5 baths,,24555934,within a day,100%,100%,f,1.0,1,Entire home,Entire home/apt,8,,3.5 baths,,4.0,[],160.0,21,60,60,1,1,0,2023-03-07,2023-03-07,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0.1
46427571,Home in Rotterdam · ★4.88 · 4 bedrooms · 5 beds · 1.5 baths,,260148673,within an hour,100%,100%,f,1.0,1,Entire home,Entire home/apt,7,,1.5 baths,,5.0,[],280.0,2,1125,1125,8,1,0,2022-07-19,2023-07-16,4.88,4.63,4.63,5.0,5.0,5.0,4.88,f,1,1,0,0.46
