id,name,neighborhood_overview,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price_$,minimum_nights,maximum_nights,maximum_maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
49375199,Rental unit in Antwerpen · ★4.90 · 1 bedroom · 2 beds · 1 bath,"The neighborhood is one of the best place in Antwerpen, <br />The street is without cars and is very quiet place but still in the centrum,<br />3 min walking to Groenplats<br />The shopping street is next to apartment also best place for coffee and restaurants are near by....<br />Everything what you need, shopping, cafes....",101646939,within an hour,100%,96%,f,2,3,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],115.0,2,365,365,63,9,2,2021-05-15,2023-12-17,4.9,4.94,4.86,4.83,4.92,4.95,4.83,t,2,2,0,0,1.97
49380967,Rental unit in Antwerpen · ★4.99 · 1 bedroom · 2 beds · 1 bath,"Quiet neighborhood at walking distance from the crowded and noisy Antwerp center.<br />All supermarket's brands are within walking distance: Albert Heijn (our preferred), Delhaize, Carrefour, Aldi, Lidl.",42194389,within an hour,100%,100%,t,6,6,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],191.0,2,30,1125,90,41,7,2021-12-05,2023-12-20,4.99,4.99,4.93,4.93,4.97,4.88,4.94,t,3,3,0,0,3.59
49429537,Rental unit in Antwerpen · ★4.14 · 1 bedroom · 1 bed · 1 bath,,361513412,within an hour,84%,100%,f,12,13,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],121.0,1,1125,999,7,2,0,2021-06-04,2023-07-28,4.14,4.57,5.0,3.86,4.29,4.0,4.14,t,11,11,0,0,0.22
49465982,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,The neighborhood is very quiet with mostly families living here. There are some nice walks to be done in the nearby parks or forts. The forts were built to defend Antwerp in times of war but were never used. Their story can be read on panels provided at the entrance. They have now become nature safe gardens with many birds and other wild life.,25028542,within a few hours,100%,40%,f,1,1,Private room in condo,Private room,2,,1.5 baths,,1.0,[],87.0,2,1125,1125,10,1,0,2021-05-16,2023-10-23,5.0,5.0,4.9,5.0,5.0,4.8,4.9,f,1,0,1,0,0.31
49474594,Rental unit in Antwerpen · ★4.86 · 1 bedroom · 1 bed · 1 bath,,50587003,within a day,100%,71%,t,2,2,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],60.0,60,1125,1125,7,1,0,2021-08-15,2023-10-22,4.86,5.0,4.43,4.86,5.0,4.86,4.71,f,2,2,0,0,0.24
49539286,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bath,"OLD BERCHEM - Antwerp<br />This is the part of Berchem that lies just inside the city's ring road, close to major access roads and at the same time a stone's throw from the beautiful old center. In addition, this residential area features beautiful homes built at the end of the 19th century and the beginning of the 20th century. Oud-Berchem can be recognized by the elegant stately mansions, beautiful belle-époque houses that used to belong to the officers and the colorful houses that can be found in picturesque hidden alleys. This neighborhood has its own park, namely the Koning Albertpark. Oud-Berchem is very accessible because of the Berchem train station and the Antwerp Ring.",220728505,within an hour,100%,64%,f,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,,[],42.0,30,670,670,12,4,0,2021-06-20,2023-06-27,4.92,4.92,4.75,5.0,5.0,4.75,4.83,f,1,1,0,0,0.39
49613517,Rental unit in Antwerpen · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,"The appartment is located in a multicultural neighbourhoud, close to the station, at walking distance of the city center and the Northern park and the neighbourhood of the Island [het Eilandje].",55406436,within an hour,100%,100%,t,6,9,Entire rental unit,Entire home/apt,3,,1.5 baths,,1.0,[],128.0,5,1125,1125,12,3,0,2021-05-16,2023-09-07,4.92,4.83,4.83,5.0,5.0,4.83,4.75,f,4,4,0,0,0.38
49676730,Condo in Antwerpen · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,"Antwerpen, de Grote markt, kuieren langs de Schelde, gezellige terrasjes, lekkere restaurants en varen met de veerboot tussen linker-en rechteroever of  met de waterboot naar Noord  en Zuid Antwerpen.<br />Ideale locatie  als uitvalsbasis naar Brussel, Brugge, Gent of de zee.",127657940,within an hour,100%,100%,t,5,5,Entire condo,Entire home/apt,2,,1.5 baths,,2.0,[],87.0,2,7,7,4,4,2,2023-10-15,2023-12-18,4.75,4.75,5.0,5.0,5.0,5.0,4.75,t,5,5,0,0,1.62
49719653,Rental unit in Antwerpen · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,,151274831,within a day,71%,25%,f,2,2,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],40.0,21,100,100,6,0,0,2021-05-29,2022-12-14,4.83,4.83,4.5,4.83,4.83,4.83,4.83,f,2,0,2,0,0.19
49743964,Rental unit in Antwerpen · ★4.29 · 1 bedroom · 4 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,Entire rental unit,Entire home/apt,7,,1.5 baths,,4.0,[],71.0,1,5,5,59,3,0,2021-05-23,2023-03-17,4.29,4.46,3.97,4.66,4.63,4.88,4.37,t,69,69,0,0,1.87
49744202,Rental unit in Antwerpen · ★4.29 · 1 bedroom · 4 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,Entire rental unit,Entire home/apt,7,,1.5 baths,,4.0,[],71.0,1,5,5,31,4,0,2021-07-22,2023-04-28,4.29,4.29,4.06,4.55,4.68,4.74,4.39,t,69,69,0,0,1.05
49762011,Condo in Antwerpen · ★4.40 · 1 bedroom · 2 beds · 1 bath,"Antwerpen, de Grote markt, kuieren langs de Schelde, gezellige terrasjes, lekkere restaurants en varen met de veerboot tussen linker-en rechteroever of met de waterboot naar Noord en Zuid Antwerpen.<br />Ideale locatie als uitvalsbasis naar Brussel, Brugge, Gent of de zee.",127657940,within an hour,100%,100%,t,5,5,Entire condo,Entire home/apt,2,,1 bath,,2.0,[],82.0,2,7,7,5,5,3,2023-10-15,2023-12-17,4.4,4.6,4.2,4.8,5.0,4.8,4.4,t,5,5,0,0,2.03
49762832,Condo in Antwerpen · ★4.83 · 1 bedroom · 2 beds · 1 bath,"Antwerpen, de Grote markt, kuieren langs de Schelde, gezellige terrasjes, lekkere restaurants en varen met de veerboot tussen linker-en rechteroever of met de waterboot naar Noord en Zuid Antwerpen.<br />Ideale locatie als uitvalsbasis naar Brussel, Brugge, Gent of de zee.",127657940,within an hour,100%,100%,t,5,5,Entire condo,Entire home/apt,2,,1 bath,,2.0,[],90.0,2,7,7,6,5,2,2021-07-12,2023-12-17,4.83,4.83,5.0,5.0,4.67,5.0,4.67,t,5,5,0,0,0.2
49764921,Rental unit in Antwerpen · ★4.16 · 1 bedroom · 4 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,Entire rental unit,Entire home/apt,7,,1.5 baths,,4.0,[],71.0,1,5,5,56,5,0,2021-05-24,2023-06-15,4.16,4.52,4.18,4.41,4.57,4.77,4.3,t,134,134,0,0,1.77
49833357,Rental unit in Antwerpen · ★4.84 · 2 bedrooms · 3 beds · 1 bath,"This is one of my favorite areas in Antwerp. The street itself is quiet but just around the corner is a lively neighborhood full of cozy bars and restaurants. <br /><br />It's on walking distance from the Museum of Fine Arts, which is a famous district with lots of galleries, cozy bars and restaurants. An area all the locals go to. If you love art, this apartment might be a good place for you since the best galleries are just a few minutes away on foot.<br /><br />If you walk 5min you'll be at the river side where you can enjoy the most colorful sunsets or go rollerskating or longboarding. It has a long walking boulevard and goes all the way to the other side of the city.<br /><br />There is another park nearby just next to the palais of justice which is called 'konijnenwei' (Rabbit Meadow). It's more wild than other parks and a lot more peaceful. Perfect for a morning walk or picknick.<br /><br />The Turkish street 'Brederode' is also closeby which makes it easy to find cheap and fres",13684581,within an hour,100%,97%,t,1,1,Entire rental unit,Entire home/apt,3,,1 bath,,3.0,[],78.0,1,1125,1125,164,65,2,2021-06-17,2023-12-10,4.84,4.91,4.81,4.95,4.97,4.79,4.87,f,1,1,0,0,5.32
49880080,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,Cosy neighbourhood with all necessary shops in walking distance. Big parks with free natural swimming swimming pond nearby (Boekenbergpark !! & Ter Boelaarpark),57428105,,,50%,t,1,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],,1,1125,1125,9,3,0,2021-08-01,2023-11-10,5.0,5.0,5.0,5.0,4.89,4.89,4.67,f,1,1,0,0,0.31
49895007,Condo in Antwerpen · ★4.42 · 1 bedroom · 1 bed · 1 bath,,396762228,within an hour,100%,99%,f,7,7,Entire condo,Entire home/apt,4,,1 bath,,1.0,[],127.0,1,1125,999,64,28,2,2021-06-03,2023-12-08,4.42,4.42,4.38,4.48,4.48,4.69,4.44,t,6,6,0,0,2.05
49895258,Condo in Antwerpen · ★4.71 · 1 bedroom · 1 bed · 1 bath,,396762228,within an hour,100%,99%,f,7,7,Entire condo,Entire home/apt,6,,1 bath,,1.0,[],127.0,1,1125,999,7,6,0,2021-05-23,2023-10-27,4.71,4.71,4.71,5.0,4.86,5.0,4.57,t,6,6,0,0,0.22
49895621,Condo in Antwerpen · ★4.67 · 1 bedroom · 1 bed · 1 bath,,396762228,within an hour,100%,99%,f,7,7,Entire condo,Entire home/apt,4,,1 bath,,1.0,[],127.0,1,1125,999,3,3,0,2022-12-27,2023-09-20,4.67,4.67,5.0,5.0,4.67,4.33,4.33,t,6,6,0,0,0.25
49916750,Condo in Antwerpen · ★4.28 · 1 bedroom · 1 bed · 1 bath,,396762228,within an hour,100%,99%,f,7,7,Entire condo,Entire home/apt,4,,1 bath,,1.0,[],127.0,1,1125,999,32,13,0,2021-08-27,2023-11-26,4.28,4.34,4.03,4.69,4.56,4.81,4.19,t,6,6,0,0,1.13
49916918,Condo in Antwerpen · ★4.53 · 1 bedroom · 1 bed · 1 bath,,396762228,within an hour,100%,99%,f,7,7,Entire condo,Entire home/apt,4,,1 bath,,1.0,[],127.0,1,1125,999,17,7,1,2021-06-11,2023-11-29,4.53,4.65,4.35,4.71,4.47,4.94,4.59,t,6,6,0,0,0.55
49917672,Rental unit in Antwerpen · ★4.23 · 1 bedroom · 1 bath,,396762228,within an hour,100%,99%,f,7,7,Entire rental unit,Entire home/apt,4,,1 bath,,,[],127.0,1,1125,999,13,6,2,2021-08-20,2023-12-07,4.23,4.46,4.23,4.77,4.31,4.92,4.23,t,6,6,0,0,0.45
49945590,Condo in Antwerpen · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,"The studio is located in the heart of Antwerp with a beautiful view of the Central Station. Near public transport and city bikes. Walking distance to theaters, restaurants, shopping areas and markets. Discover Antwerp at its best. Whether you are looking for a place for business or vacation, this studio is a good choice.",402745878,within an hour,100%,100%,t,1,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],85.0,2,1125,1125,57,21,0,2021-06-24,2023-08-06,4.82,4.84,4.91,4.82,4.91,4.81,4.75,f,1,1,0,0,1.86
50019564,Rental unit in Antwerpen · ★4.74 · Studio · 2 beds · 1 bath,,14367631,within an hour,100%,99%,f,10,16,Entire rental unit,Entire home/apt,3,,1 bath,,2.0,[],175.0,2,14,1125,96,20,2,2021-06-12,2023-12-10,4.74,4.69,4.91,4.92,4.91,4.96,4.7,t,10,10,0,0,3.1
50020710,Rental unit in Antwerpen · ★4.88 · 1 bedroom · 1 bed · 1 bath,"Nice neighbourhood, great square a bit further with the best ice cream in town. 15min walk to a beautiful park (Rivierenhof). Close to concert venues:<br />Roma en Trix <1km<br />Sportpaleis 1,5 km<br />Openluchttheater OLT 2,5km",775551,within an hour,100%,100%,t,1,1,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],65.0,3,1125,1125,55,18,1,2021-07-16,2023-12-10,4.88,4.93,4.77,4.82,4.96,4.52,4.82,f,1,1,0,0,1.84
50020894,Townhouse in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,"In onze straat heb je een supermarkt, viswinkel, slager, kaaswinkel, verse groenten en fruitwinkel, een bushalte, én een frituur ;) <br /><br />Te voet ben je op 8 minuten aan het bruisende Marnixplein, met heerlijke restaurantjes en cafés. Of je zet je gezellig op ons half overdekte terras",149283621,within a day,80%,84%,f,4,5,Private room in townhouse,Private room,1,,1.5 shared baths,,1.0,[],75.0,2,1125,1125,7,0,0,2021-07-18,2022-11-09,5.0,5.0,5.0,5.0,5.0,4.86,5.0,f,4,1,3,0,0.24
50022335,Rental unit in Antwerpen · ★4.0 · 1 bedroom · 2 beds · 1 bath,,44500400,,,,f,1,4,Entire rental unit,Entire home/apt,2,,1 bath,,2.0,[],,2,14,1125,8,0,0,2021-06-27,2022-08-28,4.0,3.88,3.13,4.5,4.63,4.88,4.25,f,1,1,0,0,0.26
50026073,Condo in Antwerpen · ★4.67 · 1 bedroom · 2 beds · 1 bath,"Deze unieke woonst is gelegen in hartje Berchem, een van de mooiste buurten van Antwerpen. Vlak aan het treinstation en op wandelafstand van tram en het episch centrum. Veel overheerlijke resto’s en cafeetjes in de buurt.",334036639,within a day,100%,79%,f,1,1,Entire condo,Entire home/apt,2,,1 bath,,2.0,[],120.0,7,730,730,18,7,0,2021-07-11,2023-10-21,4.67,4.72,4.33,4.78,4.5,4.5,4.61,f,1,1,0,0,0.6
50039346,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,"Zeer rustig gelegen hoekappartement op de linkeroever van de Schelde en toch heel nabij het bruisende hart van de stad op de rechteroever (< 10 minuten wandelen via de voetgangerstunnel op <100 m van het appartement).<br />Groene omgeving met een magnifiek zicht op de Schelde, de skyline van de <br />stad en de wijde omgeving (voor/opzij/achter).",403598983,within a few hours,100%,100%,t,1,2,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],116.0,2,1125,1125,34,11,0,2021-10-20,2023-11-13,5.0,4.97,5.0,4.97,4.97,4.97,4.91,f,1,1,0,0,1.28
50112726,Home in Antwerpen · ★4.85 · 1 bedroom · 3 beds · 1 bath,,404329106,,,80%,t,1,1,Entire home,Entire home/apt,4,,1 bath,,3.0,[],75.0,6,1125,1125,13,2,0,2021-06-06,2023-03-14,4.85,4.92,4.69,4.62,5.0,4.92,4.77,f,1,1,0,0,0.42
50147381,Loft in Antwerpen · ★4.64 · 1 bedroom · 1 bed · 1 bath,,365492825,within a few hours,100%,98%,f,1,1,Entire loft,Entire home/apt,2,,1 bath,,1.0,[],90.0,1,1125,1125,80,27,1,2021-12-05,2023-12-10,4.64,4.71,4.38,4.84,4.9,4.45,4.46,f,1,1,0,0,3.19
50167525,Bed and breakfast in Antwerpen · ★4.94 · 1 bedroom · 1 private bath,,396494764,within an hour,100%,100%,t,3,3,Private room in bed and breakfast,Private room,2,,1 private bath,,,[],150.0,1,7,1125,93,6,0,2021-06-20,2023-06-15,4.94,4.92,5.0,4.97,4.99,4.87,4.9,t,3,0,3,0,3.03
50223040,Loft in Antwerpen · ★4.91 · Studio · 1 bed · Half-bath,Hartje Antwerpen middenin horeca en winkels. Boven restaurant Le Pristine.,396430536,within an hour,100%,83%,t,1,1,Entire loft,Entire home/apt,4,,Half-bath,,1.0,[],127.0,20,1125,1125,57,4,0,2021-06-22,2023-11-04,4.91,4.89,4.95,4.82,4.79,4.98,4.86,f,1,1,0,0,1.86
50227786,Condo in Antwerpen · 1 bedroom · 1 bed · 1.5 baths,,26410240,within a day,50%,17%,f,1,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],74.0,5,1125,1125,2,1,1,2021-10-03,2023-12-09,5.0,5.0,4.5,5.0,5.0,5.0,5.0,f,1,1,0,0,0.07
50229009,Home in Antwerpen · 4 bedrooms · 4 beds · 2 baths,,55909449,within an hour,100%,0%,f,1,1,Entire home,Entire home/apt,8,,2 baths,,4.0,[],350.0,3,1125,1125,1,0,0,2022-05-29,2022-05-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.05
50238661,Home in Antwerpen · ★4.53 · 1 bedroom · 1 bed · 1 private bath,,37355048,,,88%,f,1,1,Private room in home,Private room,2,,1 private bath,,1.0,[],103.0,1,35,35,15,7,0,2022-06-19,2023-07-31,4.53,4.4,4.67,4.53,4.73,4.6,4.27,f,1,0,1,0,0.81
50254843,Rental unit in Antwerpen · ★4.63 · 1 bedroom · 2 beds · 1 bath,"Explore Antwerp: A Fusion of Historical Charm and Modern Vibrancy<br /><br />In the heart of Flanders, Antwerp is a city where history and modernity intertwine, creating a neighborhood rich in culture and contemporary allure. Wander through cobblestone streets lined with medieval architecture, highlighted by the Gothic Cathedral of Our Lady, showcasing Peter Paul Rubens' masterpieces, as well as going though the lively Grote Markt, that with its ornate guild houses, offers a glimpse into the city's vibrant past.<br /><br />Antwerp's status as a fashion capital is evident in its trendy Fashion District, where chic boutiques and avant-garde designers reflect the city's stylish spirit. The Royal Academy of Fine Arts further adds to this fashionable ambiance. The city's parks and the Scheldt riverbanks provide tranquil green spaces, offering a peaceful escape from urban life.<br /><br />Meanwhile, the culinary and entertainment scenes in Antwerp are equally vibrant. For food enthusiasts, y",222831298,within an hour,100%,100%,f,23,26,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],99.0,1,365,1125,144,64,6,2021-07-09,2023-12-23,4.63,4.7,4.63,4.68,4.67,4.78,4.51,f,20,20,0,0,4.79
50287431,Rental unit in Antwerpen · ★4.84 · 3 bedrooms · 3 beds · 1 bath,,59619584,within a few hours,90%,80%,t,1,1,Entire rental unit,Entire home/apt,6,,1 bath,,3.0,[],235.0,2,1125,1125,91,42,1,2021-12-29,2023-12-10,4.84,4.89,4.84,4.8,4.91,4.81,4.81,f,1,1,0,0,3.74
50305711,Serviced apartment in Antwerpen · ★4.29 · Studio · 2 beds · 1 bath,"The Theaterbuurt of Antwerp is vibrant and super central, especially on Saturdays and Sundays this zone of Antwerp is hot and happening. The famous Saturday market is literally at the end of the street, within 3 headwalls you arrive at The Mechelse Plein where you can find the best dance cafes and restaurents and all Antwerps hotspots such as MAS Museum, the Botanical Garden, the Grote Markt, the Central Station and the Meir are within 10 minutes walking distance. I can't stress enough that this is the perfect location to discover Antwerp from!!",141159863,within an hour,100%,97%,f,3,3,Entire serviced apartment,Entire home/apt,4,,1 bath,,2.0,[],183.0,1,365,1125,55,11,1,2021-07-04,2023-12-10,4.29,4.53,4.71,4.47,4.56,4.75,4.42,t,3,3,0,0,1.82
50323151,Rental unit in Antwerpen · ★4.0 · 1 bedroom · 3 beds · 1 bath,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",165436938,within an hour,100%,99%,f,134,142,Entire rental unit,Entire home/apt,11,,1 bath,,3.0,[],71.0,1,5,5,36,17,0,2021-07-04,2023-11-12,4.0,4.08,4.03,4.42,4.64,4.61,3.94,t,134,134,0,0,1.19
50324472,Rental unit in Antwerpen · ★3.95 · 1 bedroom · 3 beds · 1.5 baths,"Antwerp is Belgium’s second largest city, has the biggest port and is the capital of coal. It has long been a powerful magnet for everyone from fashion moguls and club queens to art lovers and diamond dealers. In the mid-16th century it was one of Europe’s most important cities and home to baroque superstar painters like Pieter Paul Rubens. Despite many historical travails thereafter and severe WWII bombing, Antwerp retains an intriguing medieval heart with plenty of café-filled cobbled lanes, a riverside fortress and a truly impressive Cathedral. Today, however, Antwerp’s top drawcards are its vibrant fashion and entertainment scene, booming diamond businesses along with its startling architectural and cultural contrasts.",317037207,within an hour,99%,99%,f,68,73,Entire rental unit,Entire home/apt,11,,1.5 baths,,3.0,[],71.0,1,5,5,38,5,0,2021-06-22,2023-11-19,3.95,4.03,3.79,4.34,4.47,4.53,4.03,t,69,69,0,0,1.24
50328333,Condo in Antwerpen · ★4.90 · 1 bedroom · 1 bed · 1 bath,,174801554,a few days or more,30%,76%,f,1,1,Entire condo,Entire home/apt,2,,1 bath,,1.0,[],98.0,2,1125,1125,68,23,0,2021-08-08,2023-11-19,4.9,4.87,4.84,4.8,4.84,4.97,4.72,f,1,1,0,0,2.34
50356868,Rental unit in Antwerpen · ★4.90 · 2 bedrooms · 3 beds · 1.5 baths,"Easy accessible and secure environment with public and private transport, this unique location allows to discover Antwerp in a very efficient way - with access to restaurants, musea, highlights and shops.",81777520,within an hour,100%,100%,t,3,3,Entire rental unit,Entire home/apt,4,,1.5 baths,,3.0,[],125.0,3,730,1125,68,42,4,2021-12-08,2023-12-17,4.9,4.94,4.88,4.96,4.91,4.99,4.81,t,3,3,0,0,2.72
50387306,Townhouse in Antwerpen · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,"Het huis is gelegen om de hoek  van het hippe mechelse plein met de beste bakker Lintz en bruine kroeg Boer van Tienen en eetcafé Zeppos, en ook vlakbij de modehuisjes van de kammenstraat en nationalestraat.",42499659,within a few hours,100%,91%,t,1,1,Entire townhouse,Entire home/apt,4,,1.5 baths,,2.0,[],95.0,3,365,365,119,53,4,2021-09-12,2023-12-24,4.92,4.92,4.76,4.97,4.95,4.97,4.89,f,1,1,0,0,4.27
50455820,Condo in Antwerpen · ★4.94 · 1 bedroom · 5 beds · 1 bath,"Het appartement ligt tegenover het mooiste park van Antwerpen. Het Rivierenhof. Hier kan men zeer mooie en rustige wandelingen maken. Dit op de grens van Borgerhout en Deurne. Op wandelafstand zijn verschillende eetgelegenheden en supermarkten. Het Sportpaleis, Lotto-arena, Trix en vele andere trekpleisters liggen op wandelafstand. Er kan gratis geparkeerd worden op de parking en op straat. De tram en bus stopt voor de deur en breng je op 6min naar het centrum van Antwerpen",87790353,within an hour,100%,99%,t,2,2,Entire condo,Entire home/apt,6,,1 bath,,5.0,[],157.0,1,1125,1125,280,119,10,2021-07-11,2023-12-23,4.94,4.94,4.92,4.92,4.95,4.74,4.87,f,2,2,0,0,9.33
50520591,Home in Antwerpen · ★5.0 · 4 bedrooms · 4 beds · 3.5 baths,,7818030,within an hour,100%,92%,f,1,5,Entire home,Entire home/apt,8,,3.5 baths,,4.0,[],329.0,3,40,1125,10,8,0,2022-07-18,2023-11-05,5.0,5.0,4.7,5.0,4.9,4.9,5.0,f,1,1,0,0,0.57
50538982,Home in Antwerpen · ★4.72 · 1 bedroom · 3 beds · 1.5 baths,"Our neighborhood is called the Theaterbuurt, it owes its name to the many theaters that you will find here. This is the field of activity of many directors, actors, dancers and musicians. You can almost hear the creativity bubbling in the brown bars. It is also worth a visit during the day: you will find many fashion, antique and interior shops and three small-scale but beautiful museums: the Maagdenhuismuseum and Museum Mayer Van den Bergh and the Rubenshuis.",395334739,within an hour,100%,100%,f,2,3,Private room in home,Private room,3,,1.5 baths,,3.0,[],,1,360,360,163,48,2,2021-06-25,2023-12-07,4.72,4.71,4.6,4.82,4.82,4.89,4.77,f,2,1,1,0,5.34
50562665,Home in Antwerpen · ★4.48 · 3 bedrooms · 10 beds · 1.5 baths,,395334739,within an hour,100%,100%,f,2,3,Entire home,Entire home/apt,10,,1.5 baths,,10.0,[],,1,360,1125,105,32,0,2021-07-17,2023-11-26,4.48,4.47,4.06,4.79,4.75,4.9,4.53,t,2,1,1,0,3.52
50614836,Rental unit in Antwerpen · 2 bedrooms · 1 bed · 1.5 baths,,103363284,within a few hours,100%,92%,f,9,9,Entire rental unit,Entire home/apt,3,,1.5 baths,,1.0,[],60.0,29,1125,1125,1,0,0,2021-12-21,2021-12-21,4.0,5.0,5.0,5.0,5.0,5.0,5.0,f,9,9,0,0,0.04
50648718,Rental unit in Antwerpen · 1 bedroom · 1 bath,,126004625,within a day,67%,50%,f,1,3,Entire rental unit,Entire home/apt,2,,1 bath,,,[],82.0,5,1125,1125,2,1,0,2021-08-25,2023-07-29,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t,1,1,0,0,0.07
50690223,Condo in Antwerpen · ★4.89 · 2 bedrooms · 3 beds · 1 bath,"Zurenborg is known for its cozy squares and beautiful residential streets with stately mansions. The Dageraadplaats  is the lively center at its heart The square acts as the garden for the many young families in the area. <br />In the evening the lighting creates a southern atmosphere while the restaurants and terraces are usually completely full. <br /><br />On Thursdays, the market stocks its stalls. A little further on is the Draakplaats where various terraces and cafes also bring a pleasant atmosphere to its stately surroundings. It is a neighborhood that is bustling and alive and considered one of, scratch that, the most aesthetic and enjoyable area(s) of the city.",11651303,,,100%,t,1,1,Entire condo,Entire home/apt,4,,1 bath,,3.0,[],115.0,2,61,61,54,12,0,2021-07-18,2023-08-20,4.89,4.93,4.91,4.83,4.98,4.69,4.81,f,1,1,0,0,1.81
50701340,Townhouse in Antwerpen · ★5.0 · 3 bedrooms · 3 beds · 5 baths,Berchem-Pulhof,452791,within a day,100%,50%,f,2,2,Entire townhouse,Entire home/apt,6,,5 baths,,3.0,[],300.0,5,180,180,7,1,0,2021-11-07,2023-03-03,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,1,1,0,0,0.27
50726095,Condo in Antwerpen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,"Welkom op het Eilandje, de meest gezellige en hippe buurt van Antwerpen! De typisch Belgische cafés, TOP restaurant en Musea zijn allen op wandelafstand.",12561603,within an hour,100%,68%,t,1,1,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],190.0,2,365,365,22,20,0,2022-12-11,2023-09-17,5.0,5.0,4.95,4.91,4.95,4.95,4.73,f,1,1,0,0,1.73
